Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.25 [1.14-1.37],0.533,,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.24 [1.13-1.36],0.963,,Triglycerides to Total-Lipids in Large LDL percentage
Total-BCAA,1.04 [0.94-1.14],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Omega-6/Omega-3,1.03 [0.93-1.13],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Val,1.02 [0.92-1.12],1.000,,Valine
VLDL-C,0.94 [0.86-1.04],1.000,,VLDL Cholesterol
LDL-CE,0.89 [0.81-0.98],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.87 [0.79-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.87 [0.78-0.96],1.000,,Cholesteryl Esters in HDL
XS-VLDL-C%,0.81 [0.74-0.89],0.859,,Cholesterol to Total-Lipids in Very Small VLDL percentage
