Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.70 [1.51-1.90],2.179e-14,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.68 [1.50-1.88],7.006e-14,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.64 [1.45-1.85],1.991e-10,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,1.62 [1.44-1.82],1.728e-10,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.59 [1.42-1.77],8.973e-11,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.51 [1.34-1.70],5.017e-06,***,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-TG%,1.48 [1.30-1.69],7.658e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
XXL-VLDL-PL%,1.47 [1.29-1.68],0.002,**,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-TG%,1.44 [1.27-1.64],0.002,**,Triglycerides to Total-Lipids in Medium VLDL percentage
Creatinine,1.39 [1.25-1.54],1.222e-04,***,Creatinine
S-LDL-TG%,1.38 [1.22-1.55],0.019,*,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.37 [1.22-1.53],0.011,*,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-FC%,0.77 [0.70-0.85],0.018,*,Free Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-C%,0.76 [0.69-0.84],0.034,*,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.75 [0.67-0.83],0.010,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-CE%,0.74 [0.66-0.83],0.041,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-PL%,0.73 [0.66-0.81],7.715e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
VLDL-C,0.72 [0.63-0.81],0.019,*,VLDL Cholesterol
HDL-L,0.71 [0.63-0.81],0.033,*,Total-Lipids in HDL
ApoA1,0.71 [0.63-0.81],0.025,*,Apolipoprotein A1
S-VLDL-FC,0.71 [0.63-0.81],0.034,*,Free Cholesterol in Small VLDL
M-VLDL-P,0.71 [0.62-0.81],0.048,*,Concentration of Medium VLDL Particles
S-LDL-PL,0.70 [0.62-0.80],0.008,**,Phospholipids in Small LDL
M-VLDL-PL,0.70 [0.61-0.79],0.008,**,Phospholipids in Medium VLDL
M-HDL-FC%,0.70 [0.62-0.78],1.505e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-P,0.70 [0.61-0.79],0.007,**,Concentration of Small LDL Particles
HDL-P,0.69 [0.61-0.79],0.003,**,Concentration of HDL Particles
HDL-CE,0.69 [0.61-0.79],0.010,**,Cholesteryl Esters in HDL
VLDL-CE,0.69 [0.61-0.78],0.001,**,Cholesteryl Esters in VLDL
L-LDL-FC%,0.69 [0.62-0.76],3.031e-07,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-P,0.69 [0.60-0.78],0.003,**,Concentration of Medium LDL Particles
Phosphoglyc,0.69 [0.61-0.77],3.898e-05,***,Phosphoglycerides
HDL-C,0.69 [0.60-0.78],0.005,**,HDL Cholesterol
S-VLDL-FC%,0.69 [0.62-0.77],3.512e-06,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-L,0.69 [0.61-0.77],2.166e-04,***,Total-Lipids in Medium LDL
S-LDL-L,0.69 [0.61-0.78],5.870e-04,***,Total-Lipids in Small LDL
M-LDL-CE,0.68 [0.60-0.77],3.410e-04,***,Cholesteryl Esters in Medium LDL
M-LDL-PL,0.68 [0.60-0.77],4.498e-04,***,Phospholipids in Medium LDL
M-LDL-C%,0.68 [0.62-0.75],5.240e-10,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC,0.68 [0.60-0.77],9.115e-04,***,Free Cholesterol in Medium VLDL
HDL-FC,0.68 [0.59-0.78],0.005,**,Free Cholesterol in HDL
S-LDL-C%,0.68 [0.61-0.75],8.383e-09,***,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-P,0.68 [0.60-0.77],7.043e-04,***,Concentration of Large LDL Particles
LDL-P,0.68 [0.60-0.77],5.670e-04,***,Concentration of LDL Particles
S-LDL-CE,0.67 [0.59-0.76],2.131e-04,***,Cholesteryl Esters in Small LDL
M-LDL-C,0.67 [0.59-0.76],3.461e-05,***,Cholesterol in Medium LDL
S-LDL-FC,0.67 [0.59-0.76],5.358e-05,***,Free Cholesterol in Small LDL
PC,0.67 [0.60-0.75],3.134e-06,***,Phosphatidylcholines
S-VLDL-PL%,0.67 [0.60-0.75],3.502e-06,***,Phospholipids to Total-Lipids in Small VLDL percentage
ApoB,0.67 [0.59-0.75],1.459e-05,***,Apolipoprotein B
S-LDL-C,0.67 [0.59-0.76],4.633e-05,***,Cholesterol in Small LDL
Total-P,0.67 [0.59-0.75],3.573e-05,***,Total-Concentration of Lipoprotein Particles
Cholines,0.67 [0.59-0.75],6.381e-07,***,Total-Cholines
XS-VLDL-C,0.66 [0.59-0.75],2.343e-05,***,Cholesterol in Very Small VLDL
LDL-L,0.66 [0.59-0.74],2.537e-07,***,Total-Lipids in LDL
Total-L,0.66 [0.59-0.74],5.815e-08,***,Total-Lipids in Lipoprotein Particles
LDL-CE,0.65 [0.58-0.74],2.247e-07,***,Cholesteryl Esters in LDL
Total-PL,0.65 [0.58-0.73],2.799e-08,***,Total-Phospholipids in Lipoprotein Particles
LDL-PL,0.65 [0.58-0.73],4.386e-07,***,Phospholipids in LDL
LDL-C,0.65 [0.58-0.73],2.698e-08,***,LDL Cholesterol
M-LDL-FC,0.65 [0.57-0.73],1.942e-06,***,Free Cholesterol in Medium LDL
L-LDL-L,0.64 [0.57-0.72],1.834e-08,***,Total-Lipids in Large LDL
M-VLDL-C,0.64 [0.57-0.73],1.736e-06,***,Cholesterol in Medium VLDL
Non-HDL-C,0.64 [0.58-0.72],2.495e-09,***,Total-Cholesterol Minus HDL-C
XS-VLDL-C%,0.64 [0.58-0.71],2.436e-12,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Clinical LDL-C,0.64 [0.58-0.72],1.073e-09,***,Clinical LDL Cholesterol
LA%,0.64 [0.57-0.72],3.523e-09,***,Linoleic Acid to Total-Fatty Acids percentage
PUFA,0.64 [0.57-0.72],2.242e-08,***,Polyunsaturated Fatty Acids
L-LDL-CE,0.64 [0.57-0.72],3.145e-08,***,Cholesteryl Esters in Large LDL
XS-VLDL-CE,0.64 [0.56-0.72],4.012e-07,***,Cholesteryl Esters in Very Small VLDL
Remnant-C,0.64 [0.57-0.72],4.240e-09,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
XS-VLDL-CE%,0.63 [0.57-0.70],5.143e-14,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
SM,0.63 [0.56-0.71],1.602e-08,***,Sphingomyelins
IDL-C%,0.63 [0.57-0.70],3.779e-15,***,Cholesterol to Total-Lipids in IDL percentage
L-LDL-C,0.63 [0.56-0.71],2.909e-09,***,Cholesterol in Large LDL
L-LDL-C%,0.63 [0.57-0.70],6.107e-14,***,Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-CE,0.63 [0.56-0.72],1.887e-07,***,Cholesteryl Esters in Medium VLDL
IDL-PL,0.63 [0.55-0.71],1.467e-08,***,Phospholipids in IDL
L-LDL-PL,0.63 [0.55-0.71],9.374e-09,***,Phospholipids in Large LDL
Total-C,0.62 [0.56-0.70],6.582e-12,***,Total-Cholesterol
Total-FC,0.62 [0.56-0.70],2.520e-10,***,Total-Free Cholesterol
LDL-FC,0.62 [0.55-0.70],2.852e-09,***,Free Cholesterol in LDL
Total-CE,0.62 [0.56-0.69],4.038e-12,***,Total-Esterified Cholesterol
Omega-6,0.62 [0.55-0.70],1.366e-10,***,Omega-6 Fatty Acids
IDL-L,0.62 [0.55-0.69],2.805e-11,***,Total-Lipids in IDL
IDL-FC,0.61 [0.54-0.69],4.788e-10,***,Free Cholesterol in IDL
IDL-CE%,0.61 [0.55-0.67],3.422e-18,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-FC,0.60 [0.53-0.68],1.484e-10,***,Free Cholesterol in Large LDL
IDL-P,0.60 [0.53-0.68],2.621e-09,***,Concentration of IDL Particles
LA,0.59 [0.53-0.67],1.915e-13,***,Linoleic Acid
IDL-C,0.59 [0.53-0.67],2.921e-13,***,Cholesterol in IDL
IDL-CE,0.58 [0.52-0.66],7.747e-14,***,Cholesteryl Esters in IDL
