Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.16 [0.97-1.38],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-PL%,1.13 [0.94-1.35],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.04 [0.86-1.25],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,1.01 [0.84-1.21],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-TG%,1.00 [0.84-1.20],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.98 [0.82-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.85 [0.71-1.02],1.000,,VLDL Cholesterol
HDL-CE,0.83 [0.69-1.01],1.000,,Cholesteryl Esters in HDL
LDL-CE,0.79 [0.66-0.94],1.000,,Cholesteryl Esters in LDL
Total-C,0.78 [0.66-0.93],1.000,,Total-Cholesterol
