Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-CE,1.50 [1.29-1.75],0.041,*,Cholesteryl Esters in Very Small VLDL
XS-VLDL-C,1.48 [1.27-1.72],0.130,,Cholesterol in Very Small VLDL
SM,1.47 [1.25-1.73],0.486,,Sphingomyelins
IDL-PL,1.47 [1.25-1.71],0.343,,Phospholipids in IDL
IDL-FC,1.46 [1.25-1.71],0.458,,Free Cholesterol in IDL
M-HDL-TG%,0.94 [0.79-1.11],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-PL%,0.92 [0.78-1.08],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Ala,0.91 [0.76-1.07],1.000,,Alanine
Gln,0.80 [0.68-0.95],1.000,,Glutamine
Creatinine,0.58 [0.48-0.69],0.001,**,Creatinine
