Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,1.70 [1.41-2.05],0.005,**,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-L,1.50 [1.32-1.70],8.843e-05,***,Total-Lipids in Large HDL
L-HDL-PL,1.50 [1.32-1.70],3.655e-05,***,Phospholipids in Large HDL
M-HDL-FC%,1.50 [1.29-1.74],0.017,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-size,1.48 [1.31-1.68],1.940e-04,***,Average Diameter for HDL Particles
HDL-PL,1.47 [1.29-1.67],6.033e-04,***,Phospholipids in HDL
HDL-L,1.47 [1.29-1.67],0.001,**,Total-Lipids in HDL
S-HDL-PL%,1.46 [1.28-1.66],0.001,**,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-C,1.45 [1.28-1.65],0.001,**,Cholesterol in Large HDL
L-HDL-FC,1.45 [1.29-1.63],2.996e-04,***,Free Cholesterol in Large HDL
HDL-FC,1.45 [1.28-1.64],0.001,**,Free Cholesterol in HDL
HDL-C,1.44 [1.27-1.64],0.007,**,HDL Cholesterol
L-HDL-CE,1.44 [1.27-1.63],0.003,**,Cholesteryl Esters in Large HDL
HDL-CE,1.43 [1.25-1.63],0.018,*,Cholesteryl Esters in HDL
L-HDL-P,1.43 [1.27-1.61],0.001,**,Concentration of Large HDL Particles
M-HDL-FC,1.41 [1.25-1.60],0.006,**,Free Cholesterol in Medium HDL
M-HDL-L,1.41 [1.24-1.60],0.026,*,Total-Lipids in Medium HDL
ApoA1,1.40 [1.23-1.59],0.044,*,Apolipoprotein A1
M-HDL-C,1.40 [1.23-1.59],0.048,*,Cholesterol in Medium HDL
M-HDL-PL,1.40 [1.24-1.58],0.023,*,Phospholipids in Medium HDL
XL-HDL-PL,1.39 [1.24-1.57],0.011,*,Phospholipids in Very Large HDL
M-HDL-P,1.39 [1.23-1.56],0.031,*,Concentration of Medium HDL Particles
XL-HDL-L,1.38 [1.22-1.56],0.041,*,Total-Lipids in Very Large HDL
Ala,0.93 [0.82-1.07],1.000,,Alanine
M-LDL-PL%,0.91 [0.80-1.03],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-C%,0.68 [0.59-0.79],0.043,*,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,0.63 [0.54-0.73],1.774e-04,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,0.57 [0.49-0.66],1.937e-08,***,Creatinine
