Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.14 [0.96-1.34],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.05 [0.89-1.24],1.000,,VLDL Cholesterol
VLDL-CE,1.03 [0.87-1.21],1.000,,Cholesteryl Esters in VLDL
Leu,1.03 [0.86-1.22],1.000,,Leucine
ApoB/ApoA1,1.02 [0.86-1.21],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Remnant-C,0.97 [0.83-1.14],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-CE,0.93 [0.79-1.09],1.000,,Cholesteryl Esters in LDL
Total-C,0.91 [0.78-1.07],1.000,,Total-Cholesterol
M-LDL-FC%,0.85 [0.72-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.85 [0.71-1.01],1.000,,Cholesteryl Esters in HDL
