Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-PL%,1.05 [0.88-1.24],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-CE%,1.04 [0.87-1.25],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.02 [0.86-1.22],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,1.01 [0.85-1.21],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-TG%,1.01 [0.85-1.21],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-C%,0.99 [0.84-1.17],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
HDL-C,0.94 [0.79-1.12],1.000,,HDL Cholesterol
Remnant-C,0.90 [0.76-1.05],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.89 [0.75-1.04],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.88 [0.75-1.04],1.000,,LDL Cholesterol
