Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.21 [1.16-1.26],4.731e-15,***,Glycoprotein Acetyls
M-LDL-TG%,1.21 [1.16-1.26],3.030e-17,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.21 [1.16-1.26],2.934e-16,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.21 [1.16-1.25],5.769e-16,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.18 [1.13-1.23],1.286e-10,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.18 [1.13-1.22],1.201e-10,***,Phospholipids to Total-Lipids in IDL percentage
MUFA%,1.16 [1.12-1.21],1.159e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,1.16 [1.11-1.20],4.956e-08,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,1.15 [1.10-1.19],3.672e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.14 [1.09-1.18],1.626e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
Gly,1.13 [1.09-1.17],1.668e-04,***,Glycine
XS-VLDL-TG,1.11 [1.07-1.15],0.036,*,Triglycerides in Very Small VLDL
IDL-FC%,0.90 [0.87-0.94],0.043,*,Free Cholesterol to Total-Lipids in IDL percentage
LDL-CE,0.90 [0.87-0.94],0.047,*,Cholesteryl Esters in LDL
L-LDL-L,0.90 [0.87-0.94],0.044,*,Total-Lipids in Large LDL
Non-HDL-C,0.90 [0.87-0.94],0.031,*,Total-Cholesterol Minus HDL-C
M-VLDL-CE%,0.90 [0.87-0.93],0.004,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
LDL-L,0.90 [0.87-0.94],0.017,*,Total-Lipids in LDL
LA%,0.90 [0.86-0.94],0.047,*,Linoleic Acid to Total-Fatty Acids percentage
M-VLDL-C%,0.90 [0.87-0.93],0.007,**,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-C,0.90 [0.86-0.93],0.013,*,Cholesterol in Large LDL
IDL-FC,0.90 [0.86-0.93],0.016,*,Free Cholesterol in IDL
S-LDL-C,0.90 [0.86-0.93],0.012,*,Cholesterol in Small LDL
M-LDL-C,0.90 [0.86-0.93],0.009,**,Cholesterol in Medium LDL
LDL-C,0.89 [0.86-0.93],0.003,**,LDL Cholesterol
LDL-PL,0.89 [0.86-0.93],0.003,**,Phospholipids in LDL
S-LDL-FC%,0.89 [0.86-0.92],1.210e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-PL,0.89 [0.86-0.93],0.001,**,Phospholipids in Large LDL
Leu,0.89 [0.85-0.93],0.005,**,Leucine
IDL-C,0.89 [0.85-0.92],5.211e-04,***,Cholesterol in IDL
IDL-CE,0.89 [0.85-0.92],4.203e-04,***,Cholesteryl Esters in IDL
S-VLDL-C%,0.89 [0.85-0.92],1.855e-04,***,Cholesterol to Total-Lipids in Small VLDL percentage
Total-BCAA,0.89 [0.85-0.92],0.003,**,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-LDL-FC,0.88 [0.85-0.92],1.640e-04,***,Free Cholesterol in Large LDL
XL-HDL-CE%,0.88 [0.85-0.92],4.306e-05,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
His,0.88 [0.85-0.92],1.546e-04,***,Histidine
Clinical LDL-C,0.88 [0.85-0.92],1.728e-05,***,Clinical LDL Cholesterol
Val,0.88 [0.84-0.92],5.123e-04,***,Valine
M-LDL-FC,0.88 [0.85-0.92],5.116e-05,***,Free Cholesterol in Medium LDL
LDL-FC,0.88 [0.85-0.91],2.695e-05,***,Free Cholesterol in LDL
S-HDL-CE%,0.88 [0.84-0.91],1.872e-06,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-HDL-C%,0.88 [0.84-0.91],4.125e-05,***,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-C%,0.87 [0.84-0.91],2.366e-06,***,Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-FC,0.87 [0.84-0.91],5.291e-06,***,Free Cholesterol in Small LDL
PUFA/MUFA,0.87 [0.84-0.91],2.447e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-VLDL-PL%,0.87 [0.83-0.90],1.932e-07,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,0.87 [0.83-0.90],5.473e-08,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-C%,0.86 [0.83-0.90],7.502e-09,***,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-FC%,0.86 [0.83-0.89],2.659e-09,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C%,0.86 [0.83-0.89],1.310e-09,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.86 [0.83-0.89],3.179e-10,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.85 [0.82-0.89],1.551e-11,***,Cholesterol to Total-Lipids in Small LDL percentage
Albumin,0.85 [0.82-0.88],2.568e-11,***,Albumin
M-LDL-C%,0.84 [0.81-0.87],5.606e-15,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.83 [0.80-0.86],9.003e-19,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.82 [0.79-0.85],3.338e-20,***,Cholesterol to Total-Lipids in IDL percentage
