Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Lactate,"2.501 [2.330,2.672]",1.545e-174,***,Lactate
Citrate,"1.386 [1.213,1.560]",1.002e-49,***,Citrate
Acetate,"1.283 [1.120,1.446]",1.717e-48,***,Acetate
3-Hydroxybutyrate,"1.098 [0.917,1.280]",3.704e-27,***,3-Hydroxybutyrate
Glu-lactate,"0.961 [0.798,1.123]",1.424e-25,***,Glucose-lactate
Sc-ala,"0.764 [0.595,0.932]",1.308e-13,***,Spectrometer-corrected alanine
Gly,"0.758 [0.525,0.991]",4.094e-05,***,Glycine
Val,"0.651 [0.474,0.827]",1.048e-07,***,Valine
Ala,"0.619 [0.451,0.787]",1.052e-07,***,Alanine
Creatinine,"0.601 [0.420,0.781]",1.586e-05,***,Creatinine
GlycA,"0.570 [0.398,0.742]",1.786e-05,***,Glycoprotein Acetyls
Albumin,"0.562 [0.394,0.731]",1.482e-05,***,Albumin
Total-BCAA,"0.530 [0.355,0.705]",6.906e-04,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-FC%,"-0.012 [-0.174,0.150]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-PL%,"-0.060 [-0.223,0.103]",1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-C%,"-0.076 [-0.238,0.086]",1.000,,Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-TG%,"-0.092 [-0.258,0.074]",1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-CE%,"-0.095 [-0.263,0.073]",1.000,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
