Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"8.703 [-0.835,18.241]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,"7.593 [-2.246,17.432]",1.000,,Apolipoprotein B
Clinical LDL-C,"6.489 [-3.282,16.261]",1.000,,Clinical LDL Cholesterol
Non-HDL-C,"5.793 [-3.987,15.572]",1.000,,Total-Cholesterol Minus HDL-C
LDL-C,"4.299 [-5.422,14.020]",1.000,,LDL Cholesterol
M-LDL-PL%,"-0.132 [-9.920,9.656]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-6,"-0.434 [-10.206,9.337]",1.000,,Omega-6 Fatty Acids
MUFA,"-9.429 [-18.960,0.102]",1.000,,Monounsaturated Fatty Acids
SFA,"-9.608 [-19.020,-0.197]",1.000,,Saturated Fatty Acids
SFA%,"-14.652 [-23.750,-5.554]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
