Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,"15.408 [5.937,24.879]",1.000,,Linoleic Acid to Total-Fatty Acids percentage
PUFA/MUFA,"11.266 [1.887,20.645]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,"10.470 [1.430,19.511]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,"4.715 [-4.324,13.755]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,"0.798 [-8.561,10.156]",1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-6,"-2.613 [-11.876,6.649]",1.000,,Omega-6 Fatty Acids
Omega-3,"-3.268 [-12.702,6.165]",1.000,,Omega-3 Fatty Acids
MUFA,"-8.809 [-17.844,0.226]",1.000,,Monounsaturated Fatty Acids
M-LDL-TG%,"-11.560 [-20.850,-2.270]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,"-22.173 [-31.389,-12.956]",0.556,,Phospholipids to Total-Lipids in Large HDL percentage
