Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,"6.060 [0.563,11.557]",1.000,,Cholesteryl Esters in HDL
Total-C,"5.552 [0.802,10.303]",1.000,,Total-Cholesterol
M-LDL-FC%,"5.340 [0.760,9.921]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,"3.038 [-1.634,7.710]",1.000,,Cholesteryl Esters in LDL
VLDL-C,"2.711 [-2.062,7.484]",1.000,,VLDL Cholesterol
Total-BCAA,"-0.332 [-5.226,4.562]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,"-1.688 [-6.373,2.997]",1.000,,Isoleucine
M-LDL-PL%,"-1.696 [-6.398,3.007]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Leu,"-2.240 [-6.991,2.511]",1.000,,Leucine
Tyr,"-2.924 [-7.952,2.104]",1.000,,Tyrosine
