Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA,"12.868 [-12.120,37.855]",1.000,,Docosahexaenoic Acid
M-LDL-FC%,"12.571 [-11.556,36.697]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
SFA%,"10.793 [-12.229,33.814]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
HDL-FC,"6.066 [-24.072,36.204]",1.000,,Free Cholesterol in HDL
Omega-3,"5.199 [-19.973,30.370]",1.000,,Omega-3 Fatty Acids
M-LDL-TG%,"-0.855 [-25.649,23.939]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Ile,"-0.908 [-25.576,23.759]",1.000,,Isoleucine
Total-BCAA,"-1.765 [-27.533,24.003]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
ApoB/ApoA1,"-9.114 [-34.053,15.825]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Leu,"-9.302 [-34.317,15.713]",1.000,,Leucine
