Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,"7.929 [2.937,12.922]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,"3.879 [-1.105,8.862]",1.000,,Apolipoprotein B
M-LDL-FC%,"3.186 [-1.645,8.018]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,"2.120 [-2.830,7.069]",1.000,,Clinical LDL Cholesterol
LDL-C,"0.982 [-3.942,5.906]",1.000,,LDL Cholesterol
M-LDL-PL%,"-0.241 [-5.199,4.717]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-6,"-0.437 [-5.387,4.512]",1.000,,Omega-6 Fatty Acids
PUFA,"-0.888 [-5.853,4.077]",1.000,,Polyunsaturated Fatty Acids
Omega-3,"-1.487 [-6.528,3.554]",1.000,,Omega-3 Fatty Acids
L-HDL-PL%,"-12.192 [-17.116,-7.267]",0.281,,Phospholipids to Total-Lipids in Large HDL percentage
