Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Lactate,"0.068 [0.048,0.088]",3.755e-06,***,Lactate
LDL-C,"0.011 [-0.009,0.032]",1.000,,LDL Cholesterol
Non-HDL-C,"0.011 [-0.010,0.031]",1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,"0.010 [-0.011,0.030]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,"0.007 [-0.013,0.027]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-PL,"-0.001 [-0.022,0.021]",1.000,,Phospholipids in VLDL
IDL-PL%,"-0.005 [-0.026,0.016]",1.000,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-PL%,"-0.009 [-0.030,0.013]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG,"-0.012 [-0.033,0.008]",1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
TG/PG,"-0.015 [-0.037,0.007]",1.000,,Triglycerides to Phosphoglycerides ratio
