Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,"2.110 [-2.470,6.691]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-TG%,"1.643 [-2.911,6.197]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Tyr,"0.654 [-4.208,5.516]",1.000,,Tyrosine
Remnant-C,"0.264 [-4.315,4.844]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
ApoB,"0.229 [-4.342,4.800]",1.000,,Apolipoprotein B
PUFA/MUFA,"-0.496 [-5.094,4.102]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LDL-CE,"-0.658 [-5.174,3.858]",1.000,,Cholesteryl Esters in LDL
Total-CE,"-1.739 [-6.348,2.870]",1.000,,Total-Esterified Cholesterol
M-LDL-FC%,"-2.404 [-6.835,2.028]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,"-3.995 [-8.424,0.435]",1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
