Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
His,"6.776 [-4.014,17.565]",1.000,,Histidine
M-LDL-FC%,"3.307 [-7.581,14.195]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Val,"2.629 [-9.160,14.418]",1.000,,Valine
Total-BCAA,"1.591 [-10.037,13.220]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,"1.378 [-9.754,12.511]",1.000,,Isoleucine
LDL-FC,"-0.608 [-11.744,10.529]",1.000,,Free Cholesterol in LDL
Total-FC,"-1.204 [-12.508,10.099]",1.000,,Total-Free Cholesterol
M-LDL-PL%,"-3.642 [-14.814,7.529]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Glu,"-4.964 [-16.166,6.239]",1.000,,Glucose
HDL-FC,"-10.394 [-23.994,3.205]",1.000,,Free Cholesterol in HDL
