Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,"11.701 [-0.144,23.547]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-VLDL-C%,"7.940 [-4.018,19.897]",1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
ApoB,"6.996 [-4.827,18.819]",1.000,,Apolipoprotein B
Val,"1.359 [-11.051,13.770]",1.000,,Valine
Total-BCAA,"0.444 [-11.798,12.686]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Omega-6,"-0.069 [-11.810,11.672]",1.000,,Omega-6 Fatty Acids
M-LDL-FC%,"-1.022 [-12.484,10.441]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
MUFA,"-1.308 [-12.763,10.146]",1.000,,Monounsaturated Fatty Acids
SFA,"-2.565 [-13.875,8.746]",1.000,,Saturated Fatty Acids
SFA%,"-5.108 [-16.045,5.829]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
