Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,"26.087 [9.157,43.017]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-FC%,"19.331 [2.950,35.713]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,"15.011 [-1.889,31.911]",1.000,,Apolipoprotein B
His,"9.599 [-6.638,25.835]",1.000,,Histidine
Ile,"1.706 [-15.046,18.459]",1.000,,Isoleucine
PUFA,"-6.276 [-23.111,10.559]",1.000,,Polyunsaturated Fatty Acids
Total-FA,"-12.894 [-29.203,3.415]",1.000,,Total-Fatty Acids
SFA,"-13.273 [-29.440,2.894]",1.000,,Saturated Fatty Acids
Creatinine,"-28.273 [-47.045,-9.500]",1.000,,Creatinine
L-HDL-PL%,"-46.080 [-62.775,-29.386]",0.015,*,Phospholipids to Total-Lipids in Large HDL percentage
