Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,"16.721 [0.531,32.912]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-FC%,"14.214 [-1.450,29.878]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Val,"3.734 [-13.228,20.697]",1.000,,Valine
ApoB,"1.847 [-14.314,18.007]",1.000,,Apolipoprotein B
Remnant-C,"0.155 [-16.034,16.343]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-HDL-P,"-39.535 [-55.809,-23.260]",0.443,,Concentration of Small HDL Particles
S-HDL-C,"-39.548 [-55.760,-23.336]",0.402,,Cholesterol in Small HDL
S-HDL-CE,"-39.587 [-55.831,-23.343]",0.411,,Cholesteryl Esters in Small HDL
S-HDL-L,"-42.593 [-58.967,-26.219]",0.079,,Total-Lipids in Small HDL
S-HDL-PL,"-42.706 [-59.177,-26.234]",0.087,,Phospholipids in Small HDL
