Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,"0.029 [0.016,0.041]",0.850,,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-PL%,"0.016 [0.004,0.029]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-TG%,"0.015 [0.004,0.027]",1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-PL%,"0.006 [-0.006,0.018]",1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-CE%,"0.002 [-0.010,0.015]",1.000,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-CE,"-0.032 [-0.044,-0.020]",0.040,*,Total-Esterified Cholesterol
IDL-L,"-0.035 [-0.047,-0.022]",0.008,**,Total-Lipids in IDL
IDL-FC,"-0.035 [-0.047,-0.022]",0.010,*,Free Cholesterol in IDL
IDL-C,"-0.035 [-0.048,-0.023]",0.005,**,Cholesterol in IDL
IDL-CE,"-0.035 [-0.048,-0.023]",0.006,**,Cholesteryl Esters in IDL
XS-VLDL-CE,"-0.036 [-0.049,-0.023]",0.016,*,Cholesteryl Esters in Very Small VLDL
