Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"24.434 [-1.134,50.003]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE%,"15.290 [-11.361,41.941]",1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Gln,"6.543 [-19.882,32.969]",1.000,,Glutamine
Gly,"3.734 [-32.067,39.535]",1.000,,Glycine
Ala,"0.554 [-25.428,26.536]",1.000,,Alanine
Citrate,"-0.948 [-27.957,26.061]",1.000,,Citrate
Lactate,"-10.108 [-37.291,17.076]",1.000,,Lactate
Glu,"-10.773 [-37.084,15.537]",1.000,,Glucose
M-LDL-PL%,"-11.654 [-37.892,14.583]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-PL%,"-66.797 [-92.856,-40.737]",0.117,,Phospholipids to Total-Lipids in Large HDL percentage
