Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"1.040 [0.791,1.288]",5.995e-11,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Creatinine,"0.930 [0.665,1.194]",1.322e-06,***,Creatinine
PUFA%,"0.913 [0.672,1.154]",2.502e-08,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,"0.824 [0.573,1.074]",2.760e-05,***,Degree of Unsaturation
DHA%,"0.721 [0.478,0.965]",0.001,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6%,"0.707 [0.468,0.947]",0.002,**,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Pyruvate,"-0.594 [-0.798,-0.390]",0.003,**,Pyruvate
SFA,"-0.664 [-0.898,-0.429]",0.007,**,Saturated Fatty Acids
Glu-lactate,"-0.674 [-0.914,-0.433]",0.009,**,Glucose-lactate
3-Hydroxybutyrate,"-0.728 [-0.984,-0.472]",0.006,**,3-Hydroxybutyrate
Lactate,"-0.752 [-0.985,-0.518]",6.467e-05,***,Lactate
MUFA,"-0.803 [-1.040,-0.566]",6.651e-06,***,Monounsaturated Fatty Acids
MUFA%,"-1.012 [-1.262,-0.763]",4.589e-10,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,"-1.200 [-1.450,-0.950]",1.285e-15,***,Glycoprotein Acetyls
