Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"33.054 [0.936,65.172]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C%,"22.933 [-11.220,57.086]",1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-CE%,"15.311 [-16.885,47.506]",1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Gln,"15.209 [-17.985,48.403]",1.000,,Glutamine
M-HDL-C%,"10.996 [-22.180,44.172]",1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
VLDL-C,"-12.234 [-45.681,21.212]",1.000,,VLDL Cholesterol
HDL-CE,"-14.514 [-53.063,24.034]",1.000,,Cholesteryl Esters in HDL
Total-C,"-15.930 [-49.220,17.359]",1.000,,Total-Cholesterol
M-LDL-TG%,"-35.366 [-68.370,-2.361]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,"-84.139 [-118.448,-49.830]",0.354,,Glycoprotein Acetyls
