Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,"67.462 [41.658,93.266]",0.069,,Apolipoprotein B to Apolipoprotein A1 ratio
XS-VLDL-FC%,"56.046 [32.270,79.821]",0.882,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-FC%,"26.397 [1.407,51.386]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gln,"22.915 [-2.910,48.739]",1.000,,Glutamine
M-LDL-CE%,"6.088 [-19.961,32.138]",1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Pyruvate,"-26.692 [-52.251,-1.133]",1.000,,Pyruvate
HDL-FC,"-31.503 [-62.718,-0.288]",1.000,,Free Cholesterol in HDL
Glu,"-33.755 [-59.463,-8.046]",1.000,,Glucose
M-LDL-TG%,"-39.506 [-65.180,-13.832]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,"-66.302 [-91.771,-40.833]",0.078,,Phospholipids to Total-Lipids in Large HDL percentage
