Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.0818,0.0980,Creatinine
Albumin,0.0802,0.0636,Albumin
Gln,0.0607,0.0611,Glutamine
GlycA,0.0782,0.0593,Glycoprotein Acetyls
M-LDL-C%,0.0612,0.0524,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-TG%,0.0338,0.0481,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0458,0.0434,Phospholipids to Total-Lipids in Very Small VLDL percentage
Glu-lactate,0.0477,0.0381,Glucose-lactate
Acetoacetate,0.0252,0.0366,Acetoacetate
Lactate,0.0527,0.0355,Lactate
Sc-ala,0.0215,0.0296,Spectrometer-corrected alanine
S-LDL-C%,0.0273,0.0295,Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-CE%,0.0242,0.0266,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu,0.0230,0.0211,Glucose
Gly,0.0148,0.0207,Glycine
Citrate,0.0202,0.0207,Citrate
XXL-VLDL-PL%,0.0145,0.0206,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Pyruvate,0.0170,0.0191,Pyruvate
Total-BCAA,0.0240,0.0183,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
LA%,0.0282,0.0159,Linoleic Acid to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0145,0.0150,3-Hydroxybutyrate
Phe,0.0100,0.0140,Phenylalanine
Acetate,0.0145,0.0140,Acetate
S-LDL-PL,0.0110,0.0139,Phospholipids in Small LDL
M-HDL-PL%,0.0102,0.0128,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-CE%,0.0087,0.0111,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
SFA%,0.0108,0.0104,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,0.0092,0.0090,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.0078,0.0088,Phospholipids to Total-Lipids in Small HDL percentage
Tyr,0.0067,0.0084,Tyrosine
Unsaturation,0.0068,0.0080,Degree of Unsaturation
Ile,0.0068,0.0072,Isoleucine
M-LDL-PL%,0.0095,0.0070,Phospholipids to Total-Lipids in Medium LDL percentage
XS-VLDL-FC%,0.0057,0.0067,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-HDL-CE,0.0063,0.0062,Cholesteryl Esters in Small HDL
ApoB/ApoA1,0.0050,0.0056,Apolipoprotein B to Apolipoprotein A1 ratio
XS-VLDL-C%,0.0043,0.0055,Cholesterol to Total-Lipids in Very Small VLDL percentage
Ala,0.0067,0.0055,Alanine
S-HDL-FC%,0.0038,0.0053,Free Cholesterol to Total-Lipids in Small HDL percentage
Val,0.0035,0.0048,Valine
PUFA%,0.0050,0.0044,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC%,0.0048,0.0042,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-PL%,0.0025,0.0040,Phospholipids to Total-Lipids in Small LDL percentage
Omega-6,0.0037,0.0037,Omega-6 Fatty Acids
Leu,0.0028,0.0037,Leucine
Omega-6/Omega-3,0.0022,0.0034,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-CE%,0.0033,0.0033,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-C%,0.0028,0.0032,Cholesterol to Total-Lipids in Very Large HDL percentage
Acetone,0.0023,0.0032,Acetone
IDL-FC%,0.0043,0.0031,Free Cholesterol to Total-Lipids in IDL percentage
Omega-3%,0.0025,0.0030,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-FC%,0.0017,0.0025,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-PL%,0.0017,0.0025,Phospholipids to Total-Lipids in Large LDL percentage
DHA%,0.0020,0.0025,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-C%,0.0033,0.0024,Cholesterol to Total-Lipids in Large LDL percentage
His,0.0025,0.0022,Histidine
XL-HDL-PL%,0.0013,0.0019,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,0.0015,0.0018,Triglycerides to Total-Lipids in Large HDL percentage
VLDL-size,0.0020,0.0017,Average Diameter for VLDL Particles
LDL-size,0.0018,0.0017,Average Diameter for LDL Particles
XXL-VLDL-C%,0.0007,0.0015,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA,0.0005,0.0013,Linoleic Acid
IDL-PL%,0.0003,0.0006,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-FC%,0.0005,0.0004,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-CE%,0.0002,0.0004,Cholesteryl Esters to Total-Lipids in Small HDL percentage
