Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.1748,0.1555,Albumin
XS-VLDL-PL%,0.0717,0.0912,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-PL%,0.0742,0.0700,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
GlycA,0.0957,0.0690,Glycoprotein Acetyls
Sc-ala,0.0393,0.0509,Spectrometer-corrected alanine
Lactate,0.0502,0.0465,Lactate
IDL-C%,0.0282,0.0393,Cholesterol to Total-Lipids in IDL percentage
Leu,0.0348,0.0323,Leucine
Tyr,0.0212,0.0291,Tyrosine
Ile,0.0193,0.0283,Isoleucine
Citrate,0.0233,0.0250,Citrate
Creatinine,0.0152,0.0230,Creatinine
IDL-CE%,0.0197,0.0214,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu-lactate,0.0218,0.0194,Glucose-lactate
Gln,0.0150,0.0188,Glutamine
L-LDL-C%,0.0207,0.0172,Cholesterol to Total-Lipids in Large LDL percentage
IDL-PL%,0.0183,0.0160,Phospholipids to Total-Lipids in IDL percentage
SFA%,0.0172,0.0152,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0083,0.0141,Phospholipids to Total-Lipids in Medium LDL percentage
Val,0.0122,0.0131,Valine
XL-HDL-CE%,0.0102,0.0118,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Ala,0.0088,0.0116,Alanine
3-Hydroxybutyrate,0.0118,0.0115,3-Hydroxybutyrate
XXL-VLDL-TG%,0.0095,0.0113,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,0.0100,0.0101,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
His,0.0167,0.0099,Histidine
XL-HDL-TG,0.0037,0.0081,Triglycerides in Very Large HDL
Acetoacetate,0.0120,0.0080,Acetoacetate
XXL-VLDL-C%,0.0070,0.0080,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,0.0062,0.0079,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-CE%,0.0088,0.0079,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Gly,0.0090,0.0077,Glycine
DHA%,0.0113,0.0072,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-HDL-FC%,0.0060,0.0069,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-FC,0.0053,0.0068,Free Cholesterol in Very Large HDL
M-LDL-C%,0.0087,0.0063,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE%,0.0067,0.0060,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Total-BCAA,0.0060,0.0054,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Phe,0.0052,0.0048,Phenylalanine
L-VLDL-TG%,0.0042,0.0043,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-TG%,0.0050,0.0040,Triglycerides to Total-Lipids in Medium LDL percentage
LA%,0.0050,0.0039,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-TG%,0.0040,0.0038,Triglycerides to Total-Lipids in Large LDL percentage
Acetate,0.0062,0.0037,Acetate
Acetone,0.0032,0.0034,Acetone
Pyruvate,0.0045,0.0033,Pyruvate
LDL-size,0.0038,0.0031,Average Diameter for LDL Particles
Unsaturation,0.0020,0.0029,Degree of Unsaturation
ApoB/ApoA1,0.0030,0.0027,Apolipoprotein B to Apolipoprotein A1 ratio
Glu,0.0037,0.0027,Glucose
IDL-FC%,0.0018,0.0019,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-CE%,0.0022,0.0018,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-FC,0.0025,0.0017,Free Cholesterol in Small LDL
Omega-3%,0.0020,0.0014,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-P,0.0013,0.0011,Concentration of IDL Particles
S-LDL-PL%,0.0010,0.0010,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-C%,0.0003,0.0006,Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-C%,0.0005,0.0003,Cholesterol to Total-Lipids in Small LDL percentage
