Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2002,0.3266,Glycoprotein Acetyls
Val,0.1498,0.1144,Valine
LA%,0.0847,0.0830,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.0755,0.0790,Albumin
PUFA%,0.0423,0.0490,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0453,0.0489,Degree of Unsaturation
L-LDL-TG%,0.0492,0.0417,Triglycerides to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.0215,0.0321,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Creatinine,0.0450,0.0296,Creatinine
VLDL-size,0.0282,0.0249,Average Diameter for VLDL Particles
L-LDL-CE%,0.0333,0.0248,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Omega-3%,0.0305,0.0213,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Gly,0.0228,0.0152,Glycine
S-LDL-C%,0.0222,0.0128,Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-PL%,0.0155,0.0111,Phospholipids to Total-Lipids in Large HDL percentage
His,0.0133,0.0105,Histidine
LDL-size,0.0122,0.0095,Average Diameter for LDL Particles
S-LDL-PL%,0.0105,0.0071,Phospholipids to Total-Lipids in Small LDL percentage
Total-BCAA,0.0108,0.0065,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Citrate,0.0108,0.0062,Citrate
XS-VLDL-PL%,0.0105,0.0061,Phospholipids to Total-Lipids in Very Small VLDL percentage
Leu,0.0098,0.0057,Leucine
Lactate,0.0075,0.0039,Lactate
Tyr,0.0062,0.0034,Tyrosine
MUFA%,0.0043,0.0033,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA,0.0035,0.0032,Linoleic Acid
Glu-lactate,0.0055,0.0029,Glucose-lactate
SFA%,0.0035,0.0020,Saturated Fatty Acids to Total-Fatty Acids percentage
Pyruvate,0.0030,0.0018,Pyruvate
Acetoacetate,0.0035,0.0017,Acetoacetate
DHA,0.0020,0.0015,Docosahexaenoic Acid
Glu,0.0023,0.0014,Glucose
IDL-PL%,0.0017,0.0013,Phospholipids to Total-Lipids in IDL percentage
L-LDL-C%,0.0020,0.0013,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-PL%,0.0013,0.0010,Phospholipids to Total-Lipids in Very Large HDL percentage
IDL-FC%,0.0008,0.0008,Free Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-PL%,0.0010,0.0007,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-LDL-FC%,0.0013,0.0007,Free Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-CE%,0.0008,0.0007,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,0.0008,0.0005,Phospholipids to Total-Lipids in Medium LDL percentage
Ala,0.0013,0.0005,Alanine
XL-HDL-CE%,0.0010,0.0005,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
3-Hydroxybutyrate,0.0008,0.0004,3-Hydroxybutyrate
Ile,0.0007,0.0004,Isoleucine
XL-HDL-FC%,0.0007,0.0004,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,0.0002,0.0002,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-CE%,0.0002,9.2884e-05,Cholesteryl Esters to Total-Lipids in IDL percentage
