Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2090,0.2493,Glycoprotein Acetyls
Albumin,0.2273,0.2371,Albumin
L-LDL-TG%,0.0578,0.1165,Triglycerides to Total-Lipids in Large LDL percentage
IDL-CE%,0.0618,0.0721,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-PL%,0.0530,0.0462,Phospholipids to Total-Lipids in Large HDL percentage
Glu,0.0473,0.0309,Glucose
XXL-VLDL-PL%,0.0270,0.0214,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
His,0.0267,0.0183,Histidine
Glu-lactate,0.0235,0.0169,Glucose-lactate
Sc-ala,0.0223,0.0147,Spectrometer-corrected alanine
L-LDL-C%,0.0173,0.0143,Cholesterol to Total-Lipids in Large LDL percentage
IDL-PL%,0.0188,0.0134,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-TG%,0.0185,0.0133,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-P,0.0135,0.0127,Concentration of Small HDL Particles
ApoB/ApoA1,0.0142,0.0115,Apolipoprotein B to Apolipoprotein A1 ratio
Val,0.0168,0.0110,Valine
Total-BCAA,0.0155,0.0100,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Tyr,0.0128,0.0097,Tyrosine
Ile,0.0117,0.0080,Isoleucine
Acetoacetate,0.0108,0.0065,Acetoacetate
Creatinine,0.0105,0.0065,Creatinine
Acetone,0.0078,0.0056,Acetone
LA%,0.0077,0.0052,Linoleic Acid to Total-Fatty Acids percentage
MUFA%,0.0060,0.0052,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Ala,0.0083,0.0051,Alanine
3-Hydroxybutyrate,0.0067,0.0047,3-Hydroxybutyrate
DHA,0.0058,0.0046,Docosahexaenoic Acid
IDL-C%,0.0035,0.0031,Cholesterol to Total-Lipids in IDL percentage
Omega-3,0.0035,0.0024,Omega-3 Fatty Acids
L-LDL-CE%,0.0025,0.0022,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-PL%,0.0025,0.0021,Phospholipids to Total-Lipids in Small HDL percentage
Gln,0.0033,0.0020,Glutamine
Phe,0.0027,0.0018,Phenylalanine
IDL-FC%,0.0023,0.0015,Free Cholesterol to Total-Lipids in IDL percentage
Acetate,0.0028,0.0015,Acetate
Pyruvate,0.0015,0.0014,Pyruvate
Gly,0.0020,0.0013,Glycine
PUFA%,0.0017,0.0013,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE%,0.0022,0.0012,Cholesteryl Esters to Total-Lipids in Large HDL percentage
DHA%,0.0015,0.0010,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-LDL-PL%,0.0018,0.0010,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-C%,0.0015,0.0010,Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,0.0012,0.0009,Free Cholesterol to Total-Lipids in Large VLDL percentage
Citrate,0.0018,0.0007,Citrate
S-HDL-FC%,0.0010,0.0006,Free Cholesterol to Total-Lipids in Small HDL percentage
SFA%,0.0003,0.0006,Saturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.0007,0.0005,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-PL%,0.0003,0.0004,Phospholipids to Total-Lipids in Medium LDL percentage
Lactate,0.0003,0.0002,Lactate
Leu,0.0003,0.0002,Leucine
