Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0788,0.1505,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.1082,0.0766,Albumin
L-LDL-C%,0.0648,0.0683,Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-FC%,0.0562,0.0585,Free Cholesterol to Total-Lipids in Small LDL percentage
Creatinine,0.0615,0.0553,Creatinine
LA%,0.0570,0.0503,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.0515,0.0380,Glycoprotein Acetyls
Phe,0.0350,0.0312,Phenylalanine
IDL-CE%,0.0338,0.0287,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-PL%,0.0175,0.0253,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-FC%,0.0248,0.0251,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Val,0.0328,0.0238,Valine
Glu-lactate,0.0205,0.0189,Glucose-lactate
Sc-ala,0.0223,0.0184,Spectrometer-corrected alanine
L-LDL-CE%,0.0195,0.0182,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Pyruvate,0.0202,0.0179,Pyruvate
LDL-size,0.0170,0.0165,Average Diameter for LDL Particles
M-LDL-CE%,0.0188,0.0158,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.0187,0.0150,Phospholipids to Total-Lipids in Medium LDL percentage
Citrate,0.0140,0.0146,Citrate
Glu,0.0192,0.0145,Glucose
MUFA%,0.0162,0.0140,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Gln,0.0147,0.0140,Glutamine
Lactate,0.0140,0.0138,Lactate
Acetoacetate,0.0147,0.0129,Acetoacetate
His,0.0095,0.0128,Histidine
Acetone,0.0072,0.0124,Acetone
3-Hydroxybutyrate,0.0115,0.0118,3-Hydroxybutyrate
L-VLDL-PL%,0.0085,0.0104,Phospholipids to Total-Lipids in Large VLDL percentage
Acetate,0.0097,0.0095,Acetate
IDL-FC%,0.0075,0.0087,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-PL%,0.0088,0.0084,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,0.0073,0.0083,Alanine
S-HDL-CE%,0.0065,0.0079,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-HDL-CE%,0.0030,0.0072,Cholesteryl Esters to Total-Lipids in Large HDL percentage
SFA%,0.0060,0.0062,Saturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0075,0.0062,Degree of Unsaturation
Gly,0.0067,0.0062,Glycine
Omega-3%,0.0087,0.0055,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Leu,0.0035,0.0047,Leucine
XL-HDL-TG%,0.0045,0.0043,Triglycerides to Total-Lipids in Very Large HDL percentage
PUFA/MUFA,0.0040,0.0034,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-6/Omega-3,0.0013,0.0031,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-C%,0.0023,0.0030,Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,0.0020,0.0028,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-FC%,0.0023,0.0025,Free Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-TG%,0.0023,0.0025,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Tyr,0.0022,0.0024,Tyrosine
L-LDL-PL%,0.0030,0.0024,Phospholipids to Total-Lipids in Large LDL percentage
XL-HDL-FC,0.0020,0.0023,Free Cholesterol in Very Large HDL
Ile,0.0018,0.0022,Isoleucine
Total-BCAA,0.0032,0.0020,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-FC%,0.0030,0.0019,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-C%,0.0007,0.0011,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-VLDL-PL%,0.0008,0.0008,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-HDL-FC%,0.0005,0.0006,Free Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,0.0005,0.0004,Phospholipids to Total-Lipids in Very Small VLDL percentage
