Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.1597,0.1345,Glycoprotein Acetyls
IDL-CE%,0.0743,0.1172,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-TG%,0.0513,0.0791,Triglycerides to Total-Lipids in IDL percentage
Albumin,0.0640,0.0705,Albumin
Acetone,0.0478,0.0576,Acetone
LA%,0.0627,0.0497,Linoleic Acid to Total-Fatty Acids percentage
S-LDL-PL%,0.0597,0.0454,Phospholipids to Total-Lipids in Small LDL percentage
MUFA%,0.0447,0.0442,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,0.0450,0.0436,Phospholipids to Total-Lipids in IDL percentage
Creatinine,0.0415,0.0338,Creatinine
PUFA/MUFA,0.0272,0.0262,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Acetoacetate,0.0205,0.0255,Acetoacetate
Omega-6%,0.0248,0.0242,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Gln,0.0187,0.0152,Glutamine
Glu-lactate,0.0165,0.0141,Glucose-lactate
DHA,0.0160,0.0139,Docosahexaenoic Acid
Citrate,0.0127,0.0138,Citrate
3-Hydroxybutyrate,0.0160,0.0132,3-Hydroxybutyrate
Gly,0.0148,0.0127,Glycine
Lactate,0.0127,0.0126,Lactate
Sc-ala,0.0090,0.0115,Spectrometer-corrected alanine
Omega-6/Omega-3,0.0143,0.0114,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Pyruvate,0.0160,0.0110,Pyruvate
XS-VLDL-PL%,0.0078,0.0104,Phospholipids to Total-Lipids in Very Small VLDL percentage
DHA%,0.0133,0.0100,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3,0.0137,0.0095,Omega-3 Fatty Acids
SFA%,0.0043,0.0084,Saturated Fatty Acids to Total-Fatty Acids percentage
VLDL-size,0.0073,0.0069,Average Diameter for VLDL Particles
S-LDL-CE%,0.0090,0.0062,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Acetate,0.0048,0.0061,Acetate
Omega-3%,0.0075,0.0060,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0042,0.0049,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,0.0043,0.0049,Triglycerides to Total-Lipids in Large VLDL percentage
Omega-6,0.0062,0.0048,Omega-6 Fatty Acids
XL-VLDL-FC%,0.0043,0.0040,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
LDL-size,0.0033,0.0038,Average Diameter for LDL Particles
Val,0.0047,0.0037,Valine
XL-HDL-C%,0.0050,0.0037,Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-CE%,0.0043,0.0034,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Tyr,0.0043,0.0031,Tyrosine
L-VLDL-FC%,0.0038,0.0030,Free Cholesterol to Total-Lipids in Large VLDL percentage
Phe,0.0025,0.0020,Phenylalanine
L-LDL-CE%,0.0023,0.0019,Cholesteryl Esters to Total-Lipids in Large LDL percentage
His,0.0013,0.0018,Histidine
Leu,0.0023,0.0018,Leucine
Unsaturation,0.0015,0.0018,Degree of Unsaturation
PUFA%,0.0020,0.0017,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Ala,0.0012,0.0016,Alanine
XXL-VLDL-PL%,0.0012,0.0012,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-CE%,0.0013,0.0010,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Glu,0.0008,0.0008,Glucose
S-HDL-FC,0.0010,0.0005,Free Cholesterol in Small HDL
XXL-VLDL-FC%,0.0002,0.0002,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-PL%,0.0002,0.0001,Phospholipids to Total-Lipids in Large VLDL percentage
