Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-C%,0.0652,0.1337,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.0883,0.1181,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-TG%,0.0633,0.1158,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.1225,0.0836,Albumin
Creatinine,0.0730,0.0585,Creatinine
GlycA,0.0727,0.0562,Glycoprotein Acetyls
XS-VLDL-PL%,0.0337,0.0486,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,0.0335,0.0367,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,0.0093,0.0284,Triglycerides to Total-Lipids in IDL percentage
PUFA%,0.0420,0.0276,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Val,0.0417,0.0262,Valine
LA,0.0258,0.0242,Linoleic Acid
Acetoacetate,0.0392,0.0225,Acetoacetate
M-LDL-C%,0.0220,0.0205,Cholesterol to Total-Lipids in Medium LDL percentage
Gln,0.0223,0.0176,Glutamine
Glu-lactate,0.0217,0.0161,Glucose-lactate
S-LDL-CE%,0.0173,0.0156,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Sc-ala,0.0202,0.0128,Spectrometer-corrected alanine
LA%,0.0170,0.0121,Linoleic Acid to Total-Fatty Acids percentage
Leu,0.0150,0.0113,Leucine
Tyr,0.0100,0.0101,Tyrosine
Acetone,0.0152,0.0096,Acetone
PUFA/MUFA,0.0118,0.0093,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Lactate,0.0160,0.0081,Lactate
Glu,0.0122,0.0078,Glucose
XXL-VLDL-FC%,0.0088,0.0075,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetate,0.0075,0.0058,Acetate
His,0.0082,0.0055,Histidine
S-LDL-PL%,0.0063,0.0054,Phospholipids to Total-Lipids in Small LDL percentage
Citrate,0.0060,0.0041,Citrate
Ile,0.0037,0.0040,Isoleucine
Total-BCAA,0.0065,0.0040,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-HDL-PL%,0.0043,0.0037,Phospholipids to Total-Lipids in Medium HDL percentage
Ala,0.0060,0.0034,Alanine
L-HDL-C%,0.0047,0.0034,Cholesterol to Total-Lipids in Large HDL percentage
IDL-C%,0.0012,0.0029,Cholesterol to Total-Lipids in IDL percentage
L-LDL-CE%,0.0027,0.0023,Cholesteryl Esters to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0035,0.0023,3-Hydroxybutyrate
L-HDL-TG,0.0022,0.0020,Triglycerides in Large HDL
SFA%,0.0017,0.0019,Saturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0033,0.0017,Degree of Unsaturation
L-HDL-PL%,0.0027,0.0016,Phospholipids to Total-Lipids in Large HDL percentage
Pyruvate,0.0017,0.0013,Pyruvate
XL-VLDL-FC%,0.0020,0.0013,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-HDL-FC%,0.0010,0.0012,Free Cholesterol to Total-Lipids in Small HDL percentage
DHA,0.0012,0.0012,Docosahexaenoic Acid
LDL-size,0.0015,0.0011,Average Diameter for LDL Particles
Gly,0.0018,0.0011,Glycine
Phe,0.0007,0.0004,Phenylalanine
M-LDL-PL%,0.0002,0.0001,Phospholipids to Total-Lipids in Medium LDL percentage
