Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Omega-3%,0.1103,0.0919,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Tyr,0.1068,0.0886,Tyrosine
Gln,0.0702,0.0551,Glutamine
Acetoacetate,0.0357,0.0478,Acetoacetate
Albumin,0.0438,0.0396,Albumin
Glu,0.0438,0.0393,Glucose
LDL-size,0.0395,0.0377,Average Diameter for LDL Particles
SFA%,0.0325,0.0343,Saturated Fatty Acids to Total-Fatty Acids percentage
GlycA,0.0302,0.0337,Glycoprotein Acetyls
LA%,0.0237,0.0284,Linoleic Acid to Total-Fatty Acids percentage
Acetate,0.0187,0.0229,Acetate
PUFA%,0.0222,0.0229,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Ala,0.0127,0.0221,Alanine
XXL-VLDL-TG%,0.0190,0.0196,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Creatinine,0.0167,0.0195,Creatinine
3-Hydroxybutyrate,0.0145,0.0194,3-Hydroxybutyrate
XS-VLDL-PL%,0.0147,0.0193,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-6/Omega-3,0.0225,0.0186,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Citrate,0.0122,0.0182,Citrate
Gly,0.0118,0.0174,Glycine
DHA,0.0145,0.0163,Docosahexaenoic Acid
His,0.0125,0.0157,Histidine
Acetone,0.0088,0.0133,Acetone
IDL-CE%,0.0062,0.0129,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-TG%,0.0120,0.0126,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-FC%,0.0123,0.0126,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-CE%,0.0135,0.0123,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Lactate,0.0118,0.0120,Lactate
Sc-ala,0.0123,0.0110,Spectrometer-corrected alanine
L-VLDL-PL%,0.0083,0.0109,Phospholipids to Total-Lipids in Large VLDL percentage
Omega-3,0.0137,0.0104,Omega-3 Fatty Acids
IDL-TG,0.0087,0.0103,Triglycerides in IDL
IDL-PL%,0.0092,0.0101,Phospholipids to Total-Lipids in IDL percentage
L-LDL-PL%,0.0125,0.0095,Phospholipids to Total-Lipids in Large LDL percentage
XL-HDL-FC%,0.0073,0.0084,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Unsaturation,0.0078,0.0082,Degree of Unsaturation
DHA%,0.0102,0.0081,Docosahexaenoic Acid to Total-Fatty Acids percentage
Phe,0.0077,0.0074,Phenylalanine
M-LDL-C%,0.0085,0.0073,Cholesterol to Total-Lipids in Medium LDL percentage
Leu,0.0020,0.0065,Leucine
XXL-VLDL-CE%,0.0037,0.0062,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,0.0048,0.0055,Glucose-lactate
Pyruvate,0.0055,0.0052,Pyruvate
Ile,0.0047,0.0052,Isoleucine
M-LDL-PL%,0.0058,0.0051,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-TG%,0.0042,0.0049,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-C%,0.0042,0.0046,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-C%,0.0050,0.0045,Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-C%,0.0073,0.0044,Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.0047,0.0044,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.0058,0.0043,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.0065,0.0043,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-FC%,0.0038,0.0035,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,0.0022,0.0031,Triglycerides to Total-Lipids in Large VLDL percentage
Val,0.0042,0.0030,Valine
VLDL-size,0.0043,0.0029,Average Diameter for VLDL Particles
MUFA%,0.0028,0.0028,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6,0.0033,0.0028,Omega-6 Fatty Acids
L-LDL-CE%,0.0038,0.0026,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-C%,0.0023,0.0022,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-FC%,0.0035,0.0017,Free Cholesterol to Total-Lipids in IDL percentage
MUFA,0.0018,0.0013,Monounsaturated Fatty Acids
S-HDL-FC%,0.0010,0.0010,Free Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-TG,0.0018,0.0010,Triglycerides in Large HDL
XXL-VLDL-PL%,0.0010,0.0007,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-CE%,0.0007,0.0005,Cholesteryl Esters to Total-Lipids in Large HDL percentage
