Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XS-VLDL-CE%,0.2250,0.5461,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
LA%,0.2057,0.1183,Linoleic Acid to Total-Fatty Acids percentage
IDL-P,0.0618,0.0703,Concentration of IDL Particles
LA,0.0355,0.0387,Linoleic Acid
L-LDL-TG%,0.0228,0.0325,Triglycerides to Total-Lipids in Large LDL percentage
ApoB/ApoA1,0.0667,0.0271,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-CE,0.0282,0.0213,Cholesteryl Esters in VLDL
GlycA,0.0478,0.0174,Glycoprotein Acetyls
XS-VLDL-CE,0.0230,0.0137,Cholesteryl Esters in Very Small VLDL
Omega-3%,0.0330,0.0128,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-CE,0.0093,0.0105,Cholesteryl Esters in IDL
S-LDL-PL,0.0258,0.0094,Phospholipids in Small LDL
XXL-VLDL-CE,0.0137,0.0084,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
DHA%,0.0225,0.0069,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-TG,0.0162,0.0064,Triglycerides in Large LDL
Remnant-C,0.0072,0.0063,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Creatinine,0.0190,0.0063,Creatinine
M-VLDL-CE,0.0063,0.0058,Cholesteryl Esters in Medium VLDL
3-Hydroxybutyrate,0.0182,0.0056,3-Hydroxybutyrate
S-LDL-CE%,0.0157,0.0053,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Albumin,0.0257,0.0051,Albumin
L-HDL-PL%,0.0177,0.0045,Phospholipids to Total-Lipids in Large HDL percentage
IDL-TG%,0.0015,0.0038,Triglycerides to Total-Lipids in IDL percentage
XXL-VLDL-PL%,0.0137,0.0036,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,0.0070,0.0022,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-C,0.0025,0.0021,Cholesterol in Medium VLDL
S-VLDL-CE,0.0047,0.0021,Cholesteryl Esters in Small VLDL
S-VLDL-C,0.0048,0.0020,Cholesterol in Small VLDL
XL-HDL-PL%,0.0045,0.0016,Phospholipids to Total-Lipids in Very Large HDL percentage
IDL-CE%,0.0042,0.0016,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-FC%,0.0038,0.0008,Free Cholesterol to Total-Lipids in Large HDL percentage
Glu-lactate,0.0025,0.0006,Glucose-lactate
Omega-6/Omega-3,0.0013,0.0005,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Unsaturation,0.0015,0.0003,Degree of Unsaturation
Gly,0.0010,0.0002,Glycine
Glu,0.0003,7.8491e-05,Glucose
