Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1600,0.2388,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-TG%,0.0728,0.1537,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-C%,0.0840,0.0819,Cholesterol to Total-Lipids in Small HDL percentage
Glu,0.0847,0.0505,Glucose
LDL-size,0.0752,0.0500,Average Diameter for LDL Particles
GlycA,0.0525,0.0425,Glycoprotein Acetyls
L-LDL-CE%,0.0512,0.0374,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Pyruvate,0.0227,0.0266,Pyruvate
Creatinine,0.0347,0.0255,Creatinine
XS-VLDL-PL%,0.0215,0.0201,Phospholipids to Total-Lipids in Very Small VLDL percentage
Albumin,0.0365,0.0199,Albumin
Acetone,0.0260,0.0187,Acetone
Phe,0.0117,0.0153,Phenylalanine
M-LDL-TG%,0.0083,0.0147,Triglycerides to Total-Lipids in Medium LDL percentage
SFA%,0.0142,0.0146,Saturated Fatty Acids to Total-Fatty Acids percentage
Val,0.0180,0.0145,Valine
Ile,0.0208,0.0145,Isoleucine
XS-VLDL-FC%,0.0145,0.0145,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Glu-lactate,0.0175,0.0143,Glucose-lactate
Total-BCAA,0.0205,0.0138,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Citrate,0.0157,0.0114,Citrate
IDL-PL%,0.0158,0.0112,Phospholipids to Total-Lipids in IDL percentage
Gln,0.0117,0.0111,Glutamine
His,0.0107,0.0092,Histidine
Acetoacetate,0.0095,0.0075,Acetoacetate
S-LDL-C%,0.0113,0.0067,Cholesterol to Total-Lipids in Small LDL percentage
Unsaturation,0.0105,0.0062,Degree of Unsaturation
Tyr,0.0072,0.0058,Tyrosine
XXL-VLDL-PL%,0.0057,0.0053,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gly,0.0062,0.0050,Glycine
L-LDL-PL%,0.0050,0.0041,Phospholipids to Total-Lipids in Large LDL percentage
Leu,0.0043,0.0036,Leucine
M-LDL-C%,0.0055,0.0034,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-C%,0.0047,0.0034,Cholesterol to Total-Lipids in Medium HDL percentage
Ala,0.0053,0.0032,Alanine
IDL-FC%,0.0052,0.0030,Free Cholesterol to Total-Lipids in IDL percentage
XL-HDL-FC%,0.0018,0.0029,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-6%,0.0032,0.0029,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0017,0.0022,Spectrometer-corrected alanine
Acetate,0.0032,0.0021,Acetate
3-Hydroxybutyrate,0.0008,0.0016,3-Hydroxybutyrate
XXL-VLDL-FC%,0.0017,0.0016,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-PL%,0.0020,0.0014,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,0.0005,0.0011,Phospholipids to Total-Lipids in Large HDL percentage
Lactate,0.0015,0.0009,Lactate
XL-HDL-CE%,0.0015,0.0006,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XL-HDL-C%,0.0008,0.0004,Cholesterol to Total-Lipids in Very Large HDL percentage
