Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1678,0.4080,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.2560,0.2364,Glycoprotein Acetyls
Albumin,0.2833,0.1550,Albumin
Omega-6%,0.0370,0.0529,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,0.0462,0.0411,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-FC%,0.0420,0.0220,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-size,0.0402,0.0215,Average Diameter for VLDL Particles
L-LDL-TG%,0.0208,0.0152,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-TG,0.0198,0.0066,Triglycerides in Large LDL
IDL-CE%,0.0087,0.0058,Cholesteryl Esters to Total-Lipids in IDL percentage
ApoB/ApoA1,0.0062,0.0046,Apolipoprotein B to Apolipoprotein A1 ratio
XXL-VLDL-PL%,0.0073,0.0039,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL,0.0065,0.0033,Phospholipids in Small HDL
XXL-VLDL-CE,0.0040,0.0025,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Glu,0.0065,0.0024,Glucose
His,0.0055,0.0023,Histidine
IDL-PL%,0.0048,0.0022,Phospholipids to Total-Lipids in IDL percentage
IDL-TG,0.0035,0.0019,Triglycerides in IDL
Creatinine,0.0060,0.0018,Creatinine
L-LDL-FC%,0.0047,0.0018,Free Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-FC,0.0032,0.0012,Free Cholesterol in Very Large HDL
Citrate,0.0032,0.0012,Citrate
S-HDL-PL%,0.0020,0.0011,Phospholipids to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,0.0022,0.0009,Phospholipids to Total-Lipids in Very Small VLDL percentage
TG/PG,0.0015,0.0007,Triglycerides to Phosphoglycerides ratio
M-HDL-CE,0.0020,0.0006,Cholesteryl Esters in Medium HDL
XS-VLDL-FC,0.0017,0.0006,Free Cholesterol in Very Small VLDL
S-HDL-L,0.0025,0.0006,Total-Lipids in Small HDL
Acetoacetate,0.0013,0.0005,Acetoacetate
M-HDL-PL,0.0007,0.0003,Phospholipids in Medium HDL
Tyr,0.0010,0.0003,Tyrosine
Gly,0.0003,0.0002,Glycine
Val,0.0005,0.0002,Valine
Leu,0.0005,0.0002,Leucine
Total-BCAA,0.0003,0.0001,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-LDL-C%,0.0002,8.6512e-05,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.0002,6.3339e-05,Cholesteryl Esters to Total-Lipids in Large LDL percentage
