Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-CE%,1.07 [0.89-1.29],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-TG%,1.05 [0.87-1.27],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
His,1.04 [0.86-1.25],1.000,,Histidine
Leu,1.02 [0.84-1.24],1.000,,Leucine
Tyr,1.01 [0.84-1.21],1.000,,Tyrosine
LDL-FC,0.98 [0.81-1.18],1.000,,Free Cholesterol in LDL
Total-FC,0.97 [0.80-1.17],1.000,,Total-Free Cholesterol
Citrate,0.95 [0.79-1.15],1.000,,Citrate
M-LDL-FC%,0.91 [0.75-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-FC,0.84 [0.68-1.03],1.000,,Free Cholesterol in HDL
