Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.09 [1.05-1.13],0.795,,Glycoprotein Acetyls
M-LDL-TG%,1.06 [1.03-1.10],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Phe,1.01 [0.97-1.04],1.000,,Phenylalanine
Val,1.01 [0.97-1.04],1.000,,Valine
Tyr,1.00 [0.97-1.04],1.000,,Tyrosine
Unsaturation,0.99 [0.95-1.02],1.000,,Degree of Unsaturation
PUFA%,0.94 [0.90-0.98],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.93 [0.90-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Citrate,0.91 [0.88-0.95],0.176,,Citrate
L-HDL-CE%,0.91 [0.87-0.95],0.954,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
