Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-PL%,1.08 [0.93-1.26],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-TG%,1.08 [0.92-1.27],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-FC%,1.04 [0.88-1.23],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-CE%,1.03 [0.87-1.21],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-FC%,1.01 [0.85-1.21],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.99 [0.85-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
HDL-C,0.96 [0.81-1.14],1.000,,HDL Cholesterol
ApoA1,0.91 [0.77-1.08],1.000,,Apolipoprotein A1
ApoB,0.82 [0.70-0.96],1.000,,Apolipoprotein B
Clinical LDL-C,0.81 [0.69-0.94],1.000,,Clinical LDL Cholesterol
