Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.20 [1.05-1.36],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,1.13 [1.00-1.27],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,1.05 [0.94-1.17],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Ile,1.03 [0.92-1.16],1.000,,Isoleucine
ApoB/ApoA1,1.00 [0.90-1.12],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-C,0.98 [0.88-1.10],1.000,,VLDL Cholesterol
Remnant-C,0.93 [0.84-1.04],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.92 [0.83-1.03],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.89 [0.80-1.00],1.000,,Total-Cholesterol
M-LDL-FC%,0.85 [0.75-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
