Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Total-C,1.09 [0.98-1.22],1.000,,Total-Cholesterol
LDL-C,1.08 [0.97-1.20],1.000,,LDL Cholesterol
Non-HDL-C,1.06 [0.96-1.18],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,1.05 [0.95-1.17],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-TG%,1.01 [0.91-1.12],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.98 [0.88-1.10],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.98 [0.87-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-PL%,0.93 [0.84-1.03],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-CE%,0.93 [0.83-1.03],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,0.93 [0.84-1.03],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
