Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-CE%,1.15 [0.96-1.37],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.14 [0.95-1.37],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
ApoB/ApoA1,1.10 [0.93-1.31],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-TG%,1.08 [0.90-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB,1.05 [0.89-1.25],1.000,,Apolipoprotein B
Omega-3%,0.95 [0.79-1.14],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,0.94 [0.78-1.14],1.000,,Docosahexaenoic Acid
Omega-6%,0.89 [0.73-1.07],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.88 [0.72-1.06],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.84 [0.71-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
