Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.14 [1.08-1.20],0.051,,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-PL%,1.09 [1.04-1.14],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-PL%,1.05 [1.01-1.10],1.000,,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-TG,1.04 [0.99-1.09],1.000,,Triglycerides in Very Small VLDL
TG/PG,1.02 [0.97-1.08],1.000,,Triglycerides to Phosphoglycerides ratio
M-LDL-C%,0.89 [0.85-0.93],0.036,*,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.89 [0.85-0.93],0.074,,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.88 [0.84-0.93],0.277,,Cholesterol to Total-Lipids in Large LDL percentage
Total-BCAA,0.88 [0.84-0.93],0.420,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.87 [0.83-0.92],0.101,,Valine
