Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.12 [1.03-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.11 [1.01-1.22],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,1.03 [0.95-1.12],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,1.01 [0.92-1.10],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
VLDL-CE,1.00 [0.93-1.09],1.000,,Cholesteryl Esters in VLDL
ApoB,0.99 [0.91-1.07],1.000,,Apolipoprotein B
Non-HDL-C,0.98 [0.90-1.07],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.97 [0.89-1.06],1.000,,LDL Cholesterol
Clinical LDL-C,0.96 [0.88-1.04],1.000,,Clinical LDL Cholesterol
M-LDL-FC%,0.90 [0.82-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
