Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,1.28 [1.26-1.30],3.987e-255,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-TG%,1.25 [1.24-1.27],3.986e-232,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.24 [1.22-1.26],3.208e-222,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.23 [1.22-1.25],1.617e-210,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.22 [1.21-1.24],1.579e-195,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.20 [1.18-1.22],2.978e-161,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.20 [1.18-1.21],1.938e-168,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.19 [1.17-1.20],5.070e-151,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-VLDL-TG%,1.17 [1.16-1.19],4.772e-115,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-HDL-PL%,1.17 [1.15-1.18],2.578e-104,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.16 [1.15-1.18],6.326e-90,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-TG%,1.16 [1.14-1.18],1.343e-98,***,Triglycerides to Total-Lipids in Very Large HDL percentage
GlycA,1.15 [1.14-1.17],3.183e-89,***,Glycoprotein Acetyls
XL-HDL-FC%,1.14 [1.13-1.16],1.520e-61,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.13 [1.12-1.15],2.037e-66,***,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,1.13 [1.11-1.15],6.166e-63,***,Triglycerides to Phosphoglycerides ratio
XS-VLDL-PL%,1.12 [1.11-1.14],2.776e-62,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.12 [1.11-1.13],1.058e-61,***,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-TG,1.12 [1.11-1.13],1.118e-66,***,Triglycerides in Small HDL
VLDL-size,1.11 [1.10-1.13],1.694e-47,***,Average Diameter for VLDL Particles
M-HDL-TG%,1.10 [1.09-1.12],1.372e-44,***,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-PL%,1.10 [1.08-1.11],3.011e-42,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,1.10 [1.08-1.11],1.291e-34,***,Saturated Fatty Acids to Total-Fatty Acids percentage
Glu-lactate,1.10 [1.08-1.11],3.454e-39,***,Glucose-lactate
XL-VLDL-TG,1.09 [1.08-1.11],1.969e-38,***,Triglycerides in Very Large VLDL
XXL-VLDL-PL,1.09 [1.08-1.10],2.788e-36,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.09 [1.08-1.10],4.417e-34,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
M-HDL-TG,1.09 [1.07-1.10],8.474e-37,***,Triglycerides in Medium HDL
XXL-VLDL-L,1.09 [1.07-1.10],3.173e-31,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.09 [1.07-1.10],9.021e-31,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,1.08 [1.07-1.09],1.092e-28,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
Total-TG,1.08 [1.07-1.09],5.569e-26,***,Total-Triglycerides
VLDL-TG,1.08 [1.06-1.09],1.065e-24,***,Triglycerides in VLDL
HDL-TG,1.08 [1.06-1.09],5.676e-28,***,Triglycerides in HDL
S-VLDL-TG,1.08 [1.06-1.09],1.648e-26,***,Triglycerides in Small VLDL
L-VLDL-PL%,1.08 [1.06-1.09],1.369e-23,***,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-C,1.07 [1.06-1.09],9.944e-23,***,Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-TG%,1.07 [1.06-1.08],7.580e-24,***,Triglycerides to Total-Lipids in Large VLDL percentage
XL-VLDL-L,1.07 [1.06-1.09],1.275e-20,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,1.07 [1.06-1.08],4.601e-21,***,Concentration of Very Large VLDL Particles
XS-VLDL-TG,1.07 [1.06-1.08],5.630e-22,***,Triglycerides in Very Small VLDL
Lactate,1.07 [1.05-1.08],1.239e-19,***,Lactate
