Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.06 [1.00-1.11],1.000,,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.03 [0.99-1.08],1.000,,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.03 [0.98-1.09],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
TG/PG,1.02 [0.96-1.07],1.000,,Triglycerides to Phosphoglycerides ratio
M-LDL-PL%,1.02 [0.97-1.06],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.98 [0.93-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,0.97 [0.92-1.02],1.000,,LDL Cholesterol
Non-HDL-C,0.97 [0.92-1.01],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.96 [0.92-1.01],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
HDL-C,0.96 [0.91-1.01],1.000,,HDL Cholesterol
