Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,1.23 [1.16-1.31],2.484e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
VLDL-size,1.17 [1.10-1.25],0.174,,Average Diameter for VLDL Particles
XL-HDL-TG%,1.17 [1.10-1.24],0.177,,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-TG,1.16 [1.10-1.23],0.076,,Triglycerides in Large VLDL
XL-VLDL-TG,1.16 [1.09-1.23],0.140,,Triglycerides in Very Large VLDL
PUFA%,0.85 [0.79-0.90],0.045,*,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE%,0.84 [0.79-0.90],0.014,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,0.84 [0.79-0.89],0.016,*,Cholesterol to Total-Lipids in Large HDL percentage
Omega-6%,0.81 [0.77-0.87],1.002e-05,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,0.80 [0.75-0.85],6.720e-08,***,Linoleic Acid to Total-Fatty Acids percentage
