Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Total-C,1.14 [0.92-1.40],1.000,,Total-Cholesterol
HDL-CE,1.12 [0.90-1.38],1.000,,Cholesteryl Esters in HDL
Remnant-C,1.10 [0.90-1.34],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
VLDL-C,1.05 [0.87-1.27],1.000,,VLDL Cholesterol
M-LDL-FC%,1.01 [0.81-1.27],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-PL%,0.98 [0.78-1.24],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-PL%,0.97 [0.80-1.17],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-TG%,0.93 [0.75-1.17],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-TG%,0.84 [0.68-1.05],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,0.83 [0.67-1.03],1.000,,Triglycerides to Total-Lipids in IDL percentage
