Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.17 [1.12-1.22],8.286e-07,***,Glycoprotein Acetyls
MUFA%,1.15 [1.09-1.20],0.003,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Gly,1.04 [1.01-1.08],1.000,,Glycine
Phe,1.02 [0.98-1.06],1.000,,Phenylalanine
M-LDL-PL%,1.02 [0.98-1.06],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
VLDL-CE,1.00 [0.96-1.04],1.000,,Cholesteryl Esters in VLDL
LDL-CE,0.97 [0.93-1.01],1.000,,Cholesteryl Esters in LDL
Total-CE,0.95 [0.91-0.99],1.000,,Total-Esterified Cholesterol
M-LDL-FC%,0.91 [0.87-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.88 [0.84-0.92],0.034,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
