Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,1.32 [1.20-1.45],0.002,**,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-TG%,1.32 [1.21-1.44],2.566e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.30 [1.19-1.42],0.001,**,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.27 [1.17-1.38],0.004,**,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.27 [1.16-1.38],0.093,,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-C%,0.80 [0.74-0.87],0.014,*,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.79 [0.72-0.86],0.007,**,Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.78 [0.71-0.85],0.012,*,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-CE%,0.78 [0.71-0.85],0.008,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.77 [0.71-0.85],0.004,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-CE%,0.77 [0.70-0.84],0.002,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,0.76 [0.70-0.83],0.001,**,Cholesterol to Total-Lipids in Large HDL percentage
