Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.30 [1.15-1.47],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-PL%,1.18 [1.03-1.35],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.04 [0.91-1.20],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-VLDL-PL%,1.03 [0.91-1.16],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.02 [0.91-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
HDL-C,0.90 [0.79-1.03],1.000,,HDL Cholesterol
M-LDL-FC%,0.88 [0.78-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.82 [0.73-0.93],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.79 [0.70-0.89],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.77 [0.68-0.87],1.000,,LDL Cholesterol
