Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.23 [1.14-1.32],0.049,*,Creatinine
M-LDL-TG%,1.11 [1.04-1.18],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,1.04 [0.98-1.11],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Val,1.02 [0.96-1.08],1.000,,Valine
VLDL-C,1.01 [0.95-1.07],1.000,,VLDL Cholesterol
LDL-CE,0.97 [0.91-1.03],1.000,,Cholesteryl Esters in LDL
HDL-CE,0.92 [0.86-0.98],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.90 [0.84-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-C%,0.85 [0.80-0.91],0.296,,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.84 [0.79-0.90],0.081,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
