Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.12 [0.96-1.30],1.000,,Glycoprotein Acetyls
M-LDL-PL%,1.11 [0.96-1.27],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Creatinine,1.08 [0.91-1.29],1.000,,Creatinine
HDL-FC,1.02 [0.87-1.18],1.000,,Free Cholesterol in HDL
Lactate,1.00 [0.87-1.15],1.000,,Lactate
Val,1.00 [0.86-1.16],1.000,,Valine
Leu,1.00 [0.86-1.16],1.000,,Leucine
Total-BCAA,0.99 [0.86-1.15],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,0.99 [0.86-1.15],1.000,,Isoleucine
M-LDL-FC%,0.98 [0.84-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
