Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.22 [1.01-1.47],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Lactate,1.12 [0.93-1.35],1.000,,Lactate
HDL-FC,1.10 [0.90-1.35],1.000,,Free Cholesterol in HDL
Creatinine,1.10 [0.87-1.40],1.000,,Creatinine
VLDL-FC,1.01 [0.84-1.23],1.000,,Free Cholesterol in VLDL
VLDL-C,0.97 [0.80-1.17],1.000,,VLDL Cholesterol
Total-C,0.96 [0.79-1.18],1.000,,Total-Cholesterol
Non-HDL-C,0.93 [0.77-1.13],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.92 [0.76-1.12],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,0.83 [0.68-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
