Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.20 [1.07-1.35],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.09 [0.97-1.22],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-C,1.07 [0.96-1.20],1.000,,VLDL Cholesterol
ApoB,1.02 [0.91-1.14],1.000,,Apolipoprotein B
Remnant-C,1.01 [0.90-1.13],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Omega-3,0.98 [0.87-1.11],1.000,,Omega-3 Fatty Acids
LA,0.97 [0.86-1.09],1.000,,Linoleic Acid
DHA,0.93 [0.82-1.05],1.000,,Docosahexaenoic Acid
M-LDL-FC%,0.86 [0.76-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.83 [0.74-0.94],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
