Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.16 [1.03-1.31],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.10 [0.98-1.24],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,1.05 [0.94-1.18],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,1.01 [0.91-1.13],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-TG%,1.00 [0.90-1.12],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.93 [0.82-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.91 [0.81-1.03],1.000,,VLDL Cholesterol
Remnant-C,0.88 [0.78-0.98],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
HDL-CE,0.84 [0.74-0.96],1.000,,Cholesteryl Esters in HDL
Total-C,0.84 [0.74-0.95],1.000,,Total-Cholesterol
