Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.10 [0.92-1.32],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-C,1.08 [0.90-1.31],1.000,,HDL Cholesterol
HDL-CE,1.07 [0.89-1.29],1.000,,Cholesteryl Esters in HDL
Val,1.07 [0.90-1.28],1.000,,Valine
ApoA1,1.05 [0.87-1.27],1.000,,Apolipoprotein A1
VLDL-C,0.96 [0.81-1.14],1.000,,VLDL Cholesterol
Total-C,0.95 [0.80-1.14],1.000,,Total-Cholesterol
Remnant-C,0.95 [0.80-1.13],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,0.92 [0.76-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,0.92 [0.77-1.09],1.000,,Cholesteryl Esters in LDL
