Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.08 [0.96-1.21],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.07 [0.96-1.21],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Tyr,1.03 [0.92-1.16],1.000,,Tyrosine
ApoB,1.02 [0.91-1.14],1.000,,Apolipoprotein B
Ile,1.00 [0.89-1.13],1.000,,Isoleucine
SFA,0.99 [0.87-1.13],1.000,,Saturated Fatty Acids
Omega-6,0.99 [0.88-1.12],1.000,,Omega-6 Fatty Acids
PUFA,0.96 [0.85-1.09],1.000,,Polyunsaturated Fatty Acids
M-LDL-FC%,0.96 [0.84-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.86 [0.76-0.97],1.000,,Degree of Unsaturation
