Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2453,0.2561,Creatinine
M-HDL-FC%,0.0615,0.0979,Free Cholesterol to Total-Lipids in Medium HDL percentage
Gly,0.0995,0.0800,Glycine
XL-HDL-FC%,0.0615,0.0587,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-FC,0.0242,0.0459,Free Cholesterol in Large HDL
XS-VLDL-CE,0.0505,0.0458,Cholesteryl Esters in Very Small VLDL
HDL-FC,0.0183,0.0452,Free Cholesterol in HDL
Gln,0.0300,0.0274,Glutamine
IDL-CE%,0.0365,0.0245,Cholesteryl Esters to Total-Lipids in IDL percentage
DHA,0.0263,0.0228,Docosahexaenoic Acid
L-HDL-FC%,0.0140,0.0206,Free Cholesterol to Total-Lipids in Large HDL percentage
PC,0.0192,0.0171,Phosphatidylcholines
M-LDL-PL%,0.0117,0.0152,Phospholipids to Total-Lipids in Medium LDL percentage
3-Hydroxybutyrate,0.0177,0.0143,3-Hydroxybutyrate
His,0.0223,0.0134,Histidine
DHA%,0.0173,0.0132,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0125,0.0132,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetone,0.0200,0.0125,Acetone
Pyruvate,0.0230,0.0122,Pyruvate
XL-HDL-CE,0.0047,0.0119,Cholesteryl Esters in Very Large HDL
GlycA,0.0160,0.0115,Glycoprotein Acetyls
L-HDL-P,0.0090,0.0113,Concentration of Large HDL Particles
IDL-PL%,0.0112,0.0111,Phospholipids to Total-Lipids in IDL percentage
L-HDL-L,0.0047,0.0110,Total-Lipids in Large HDL
LDL-size,0.0127,0.0102,Average Diameter for LDL Particles
IDL-FC%,0.0170,0.0091,Free Cholesterol to Total-Lipids in IDL percentage
Acetate,0.0163,0.0081,Acetate
Acetoacetate,0.0060,0.0076,Acetoacetate
Lactate,0.0063,0.0061,Lactate
XS-VLDL-PL%,0.0090,0.0059,Phospholipids to Total-Lipids in Very Small VLDL percentage
LA%,0.0070,0.0054,Linoleic Acid to Total-Fatty Acids percentage
Tyr,0.0053,0.0050,Tyrosine
SFA%,0.0055,0.0040,Saturated Fatty Acids to Total-Fatty Acids percentage
Ile,0.0040,0.0036,Isoleucine
Glu,0.0055,0.0034,Glucose
Unsaturation,0.0043,0.0033,Degree of Unsaturation
XS-VLDL-CE%,0.0035,0.0029,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Leu,0.0038,0.0028,Leucine
Val,0.0027,0.0028,Valine
M-LDL-C%,0.0022,0.0023,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3,0.0020,0.0022,Omega-3 Fatty Acids
Phe,0.0035,0.0020,Phenylalanine
XL-HDL-CE%,0.0012,0.0019,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XXL-VLDL-PL%,0.0027,0.0018,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,0.0020,0.0016,Glucose-lactate
Ala,0.0023,0.0015,Alanine
XL-HDL-FC,0.0017,0.0014,Free Cholesterol in Very Large HDL
MUFA%,0.0017,0.0012,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.0010,0.0012,Free Cholesterol to Total-Lipids in Medium LDL percentage
Citrate,0.0020,0.0012,Citrate
S-HDL-PL%,0.0008,0.0011,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-C%,0.0012,0.0011,Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.0008,0.0010,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Omega-3%,0.0015,0.0009,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C,0.0013,0.0008,Cholesterol in Very Large HDL
VLDL-size,0.0015,0.0007,Average Diameter for VLDL Particles
L-LDL-PL%,0.0010,0.0007,Phospholipids to Total-Lipids in Large LDL percentage
S-LDL-CE%,0.0018,0.0006,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-PL%,0.0003,0.0006,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-CE%,0.0002,0.0004,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Albumin,0.0007,0.0003,Albumin
Omega-6/Omega-3,0.0005,0.0003,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Sc-ala,0.0003,0.0002,Spectrometer-corrected alanine
