Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.2195,0.4009,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.1897,0.1469,Glycoprotein Acetyls
L-LDL-TG%,0.0493,0.0956,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.1105,0.0653,Albumin
L-HDL-PL%,0.0428,0.0551,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-FC%,0.0427,0.0313,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-PL,0.0428,0.0288,Phospholipids in Medium HDL
Glu,0.0372,0.0198,Glucose
Leu,0.0240,0.0177,Leucine
XXL-VLDL-PL%,0.0198,0.0155,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-CE%,0.0215,0.0154,Cholesteryl Esters to Total-Lipids in IDL percentage
Val,0.0282,0.0148,Valine
VLDL-size,0.0293,0.0143,Average Diameter for VLDL Particles
Total-BCAA,0.0190,0.0107,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,0.0215,0.0102,Isoleucine
XL-HDL-FC,0.0162,0.0095,Free Cholesterol in Very Large HDL
PC,0.0165,0.0090,Phosphatidylcholines
S-HDL-PL,0.0133,0.0077,Phospholipids in Small HDL
SM,0.0093,0.0059,Sphingomyelins
Lactate,0.0057,0.0027,Lactate
Phosphoglyc,0.0048,0.0027,Phosphoglycerides
XXL-VLDL-C%,0.0027,0.0025,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,0.0037,0.0019,Glucose-lactate
XS-VLDL-PL%,0.0028,0.0018,Phospholipids to Total-Lipids in Very Small VLDL percentage
ApoA1,0.0018,0.0015,Apolipoprotein A1
Gln,0.0033,0.0015,Glutamine
M-HDL-L,0.0027,0.0014,Total-Lipids in Medium HDL
L-VLDL-TG%,0.0022,0.0013,Triglycerides to Total-Lipids in Large VLDL percentage
Creatinine,0.0038,0.0013,Creatinine
Citrate,0.0018,0.0009,Citrate
Gly,0.0020,0.0009,Glycine
L-LDL-CE%,0.0020,0.0008,Cholesteryl Esters to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.0008,0.0007,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-FC%,0.0012,0.0006,Free Cholesterol to Total-Lipids in Large HDL percentage
Omega-6%,0.0007,0.0006,Omega-6 Fatty Acids to Total-Fatty Acids percentage
IDL-C%,0.0008,0.0006,Cholesterol to Total-Lipids in IDL percentage
Tyr,0.0010,0.0005,Tyrosine
L-LDL-PL%,0.0007,0.0004,Phospholipids to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0005,0.0003,3-Hydroxybutyrate
S-HDL-PL%,0.0005,0.0002,Phospholipids to Total-Lipids in Small HDL percentage
Phe,0.0005,0.0002,Phenylalanine
Ala,0.0003,0.0001,Alanine
His,0.0002,7.5139e-05,Histidine
Acetate,0.0002,7.0562e-05,Acetate
Acetoacetate,0.0002,3.9347e-05,Acetoacetate
