Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
S-HDL-PL,0.1187,0.2644,Phospholipids in Small HDL
Creatinine,0.1580,0.1244,Creatinine
Sc-ala,0.0710,0.0716,Spectrometer-corrected alanine
Gln,0.0535,0.0643,Glutamine
S-HDL-L,0.0432,0.0569,Total-Lipids in Small HDL
His,0.0552,0.0547,Histidine
GlycA,0.0867,0.0479,Glycoprotein Acetyls
Gly,0.0778,0.0446,Glycine
Total-P,0.0363,0.0436,Total-Concentration of Lipoprotein Particles
LA,0.0240,0.0195,Linoleic Acid
Albumin,0.0165,0.0125,Albumin
Acetate,0.0108,0.0117,Acetate
MUFA%,0.0127,0.0103,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-CE%,0.0133,0.0093,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Lactate,0.0133,0.0091,Lactate
S-HDL-FC,0.0078,0.0086,Free Cholesterol in Small HDL
XL-HDL-FC%,0.0105,0.0085,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Acetoacetate,0.0080,0.0071,Acetoacetate
SFA%,0.0093,0.0070,Saturated Fatty Acids to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0082,0.0067,3-Hydroxybutyrate
S-LDL-PL%,0.0092,0.0061,Phospholipids to Total-Lipids in Small LDL percentage
Ala,0.0070,0.0060,Alanine
Citrate,0.0087,0.0058,Citrate
M-HDL-PL%,0.0075,0.0057,Phospholipids to Total-Lipids in Medium HDL percentage
HDL-CE,0.0082,0.0051,Cholesteryl Esters in HDL
Tyr,0.0073,0.0048,Tyrosine
M-LDL-PL%,0.0085,0.0048,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-CE%,0.0067,0.0044,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-PL%,0.0042,0.0043,Phospholipids to Total-Lipids in IDL percentage
PUFA,0.0052,0.0042,Polyunsaturated Fatty Acids
Leu,0.0057,0.0040,Leucine
L-LDL-PL%,0.0050,0.0038,Phospholipids to Total-Lipids in Large LDL percentage
Glu,0.0065,0.0037,Glucose
LA%,0.0037,0.0036,Linoleic Acid to Total-Fatty Acids percentage
XL-VLDL-PL%,0.0052,0.0036,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-HDL-C,0.0030,0.0034,Cholesterol in Small HDL
Unsaturation,0.0032,0.0034,Degree of Unsaturation
L-LDL-CE%,0.0052,0.0032,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-VLDL-FC%,0.0053,0.0031,Free Cholesterol to Total-Lipids in Large VLDL percentage
Total-BCAA,0.0048,0.0030,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-C%,0.0045,0.0027,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-C%,0.0050,0.0024,Cholesterol to Total-Lipids in Medium LDL percentage
Pyruvate,0.0048,0.0023,Pyruvate
LDL-size,0.0033,0.0023,Average Diameter for LDL Particles
Phe,0.0018,0.0022,Phenylalanine
IDL-CE%,0.0030,0.0020,Cholesteryl Esters to Total-Lipids in IDL percentage
PUFA/MUFA,0.0018,0.0019,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Ile,0.0008,0.0018,Isoleucine
XL-HDL-PL%,0.0023,0.0017,Phospholipids to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,0.0027,0.0016,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-HDL-C%,0.0030,0.0016,Cholesterol to Total-Lipids in Very Large HDL percentage
Acetone,0.0027,0.0016,Acetone
L-VLDL-PL%,0.0015,0.0014,Phospholipids to Total-Lipids in Large VLDL percentage
Glu-lactate,0.0017,0.0012,Glucose-lactate
M-LDL-CE%,0.0017,0.0009,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
HDL-P,0.0010,0.0009,Concentration of HDL Particles
Val,0.0012,0.0008,Valine
XL-VLDL-FC%,0.0007,0.0006,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-CE%,0.0007,0.0005,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-PL%,0.0007,0.0005,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-C%,0.0003,0.0003,Cholesterol to Total-Lipids in IDL percentage
DHA%,0.0002,0.0002,Docosahexaenoic Acid to Total-Fatty Acids percentage
