Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.1227,0.0904,Albumin
3-Hydroxybutyrate,0.0733,0.0678,3-Hydroxybutyrate
Acetoacetate,0.0767,0.0566,Acetoacetate
Lactate,0.0538,0.0562,Lactate
Glu,0.0572,0.0437,Glucose
M-LDL-C%,0.0472,0.0408,Cholesterol to Total-Lipids in Medium LDL percentage
GlycA,0.0317,0.0376,Glycoprotein Acetyls
Citrate,0.0305,0.0362,Citrate
Creatinine,0.0277,0.0361,Creatinine
Tyr,0.0193,0.0299,Tyrosine
Omega-6/Omega-3,0.0277,0.0298,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
TG/PG,0.0172,0.0288,Triglycerides to Phosphoglycerides ratio
Ala,0.0248,0.0286,Alanine
DHA%,0.0200,0.0263,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-CE%,0.0367,0.0260,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Gly,0.0177,0.0256,Glycine
Phe,0.0160,0.0243,Phenylalanine
XS-VLDL-PL%,0.0208,0.0241,Phospholipids to Total-Lipids in Very Small VLDL percentage
Acetate,0.0158,0.0189,Acetate
His,0.0223,0.0181,Histidine
Gln,0.0070,0.0160,Glutamine
Pyruvate,0.0088,0.0158,Pyruvate
LA%,0.0167,0.0139,Linoleic Acid to Total-Fatty Acids percentage
IDL-PL%,0.0158,0.0137,Phospholipids to Total-Lipids in IDL percentage
S-HDL-CE,0.0098,0.0133,Cholesteryl Esters in Small HDL
LDL-size,0.0178,0.0112,Average Diameter for LDL Particles
IDL-C%,0.0137,0.0112,Cholesterol to Total-Lipids in IDL percentage
Acetone,0.0082,0.0103,Acetone
S-LDL-FC,0.0105,0.0103,Free Cholesterol in Small LDL
IDL-CE%,0.0097,0.0091,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-3%,0.0117,0.0090,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-FC%,0.0030,0.0061,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-LDL-PL%,0.0032,0.0059,Phospholipids to Total-Lipids in Large LDL percentage
SFA%,0.0045,0.0058,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-PL%,0.0050,0.0058,Phospholipids to Total-Lipids in Very Large VLDL percentage
Omega-3,0.0073,0.0057,Omega-3 Fatty Acids
S-LDL-C%,0.0090,0.0056,Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-CE%,0.0042,0.0052,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-LDL-C%,0.0060,0.0052,Cholesterol to Total-Lipids in Large LDL percentage
IDL-FC%,0.0070,0.0051,Free Cholesterol to Total-Lipids in IDL percentage
L-VLDL-C%,0.0047,0.0046,Cholesterol to Total-Lipids in Large VLDL percentage
Glu-lactate,0.0048,0.0045,Glucose-lactate
M-HDL-C%,0.0027,0.0044,Cholesterol to Total-Lipids in Medium HDL percentage
MUFA%,0.0023,0.0043,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Leu,0.0025,0.0039,Leucine
S-HDL-PL,0.0035,0.0033,Phospholipids in Small HDL
XXL-VLDL-PL%,0.0010,0.0029,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,0.0025,0.0029,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-PL%,0.0018,0.0028,Phospholipids to Total-Lipids in Medium HDL percentage
VLDL-size,0.0027,0.0027,Average Diameter for VLDL Particles
XXL-VLDL-C%,0.0017,0.0026,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.0008,0.0023,Valine
S-LDL-FC%,0.0012,0.0022,Free Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-PL%,0.0015,0.0022,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-PL,0.0023,0.0022,Phospholipids in Very Large HDL
XL-HDL-C,0.0017,0.0022,Cholesterol in Very Large HDL
XL-HDL-C%,0.0022,0.0021,Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-6,0.0037,0.0021,Omega-6 Fatty Acids
XS-VLDL-TG,0.0027,0.0021,Triglycerides in Very Small VLDL
PUFA,0.0017,0.0016,Polyunsaturated Fatty Acids
XXL-VLDL-CE,0.0010,0.0016,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
IDL-P,0.0013,0.0015,Concentration of IDL Particles
Ile,0.0005,0.0015,Isoleucine
SM,0.0020,0.0014,Sphingomyelins
L-LDL-C,0.0022,0.0012,Cholesterol in Large LDL
L-HDL-FC%,0.0013,0.0012,Free Cholesterol to Total-Lipids in Large HDL percentage
Total-L,0.0013,0.0011,Total-Lipids in Lipoprotein Particles
S-HDL-C,0.0013,0.0009,Cholesterol in Small HDL
M-VLDL-CE,0.0018,0.0008,Cholesteryl Esters in Medium VLDL
DHA,0.0005,0.0003,Docosahexaenoic Acid
M-HDL-FC,0.0003,0.0003,Free Cholesterol in Medium HDL
Total-BCAA,0.0002,0.0002,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Sc-ala,0.0003,0.0001,Spectrometer-corrected alanine
XXL-VLDL-FC%,0.0002,3.1511e-05,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
