Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1665,0.3858,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.2725,0.1793,Albumin
GlycA,0.2312,0.1787,Glycoprotein Acetyls
L-LDL-TG%,0.0303,0.0528,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-PL%,0.0318,0.0476,Phospholipids to Total-Lipids in Large HDL percentage
IDL-CE%,0.0392,0.0316,Cholesteryl Esters to Total-Lipids in IDL percentage
ApoB/ApoA1,0.0410,0.0253,Apolipoprotein B to Apolipoprotein A1 ratio
L-LDL-TG,0.0212,0.0159,Triglycerides in Large LDL
Leu,0.0208,0.0122,Leucine
Ile,0.0162,0.0096,Isoleucine
Glu,0.0175,0.0085,Glucose
XXL-VLDL-L,0.0168,0.0076,Total-Lipids in Chylomicrons and Extremely Large VLDL
Total-BCAA,0.0122,0.0059,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-FC%,0.0098,0.0046,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,0.0092,0.0045,Glucose-lactate
XXL-VLDL-CE,0.0090,0.0036,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-LDL-PL%,0.0072,0.0032,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-CE%,0.0035,0.0028,Cholesteryl Esters to Total-Lipids in Large HDL percentage
VLDL-size,0.0050,0.0024,Average Diameter for VLDL Particles
S-HDL-PL,0.0050,0.0023,Phospholipids in Small HDL
IDL-P,0.0037,0.0020,Concentration of IDL Particles
XS-VLDL-CE,0.0035,0.0019,Cholesteryl Esters in Very Small VLDL
Creatinine,0.0038,0.0018,Creatinine
L-HDL-FC%,0.0030,0.0014,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-C,0.0030,0.0013,Cholesterol in Very Large HDL
XXL-VLDL-TG,0.0030,0.0013,Triglycerides in Chylomicrons and Extremely Large VLDL
Phosphoglyc,0.0020,0.0008,Phosphoglycerides
PC,0.0015,0.0008,Phosphatidylcholines
Gln,0.0017,0.0008,Glutamine
Val,0.0013,0.0005,Valine
XXL-VLDL-PL%,0.0010,0.0005,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C,0.0010,0.0005,Cholesterol in Chylomicrons and Extremely Large VLDL
XS-VLDL-PL,0.0015,0.0005,Phospholipids in Very Small VLDL
Citrate,0.0012,0.0004,Citrate
Sc-ala,0.0012,0.0003,Spectrometer-corrected alanine
IDL-TG,0.0003,0.0002,Triglycerides in IDL
S-LDL-CE%,0.0003,0.0001,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Phe,0.0003,0.0001,Phenylalanine
XS-VLDL-PL%,0.0002,8.0108e-05,Phospholipids to Total-Lipids in Very Small VLDL percentage
Acetoacetate,0.0002,7.3055e-05,Acetoacetate
L-VLDL-TG%,0.0002,6.9779e-05,Triglycerides to Total-Lipids in Large VLDL percentage
Ala,0.0002,5.9140e-05,Alanine
Tyr,0.0002,5.8335e-05,Tyrosine
