Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE%,0.0923,0.1137,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-3%,0.0690,0.0629,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,0.0698,0.0628,Phospholipids to Total-Lipids in IDL percentage
Citrate,0.0458,0.0517,Citrate
M-LDL-PL%,0.0543,0.0471,Phospholipids to Total-Lipids in Medium LDL percentage
Gln,0.0585,0.0437,Glutamine
LDL-size,0.0438,0.0414,Average Diameter for LDL Particles
GlycA,0.0498,0.0403,Glycoprotein Acetyls
Albumin,0.0393,0.0393,Albumin
3-Hydroxybutyrate,0.0320,0.0389,3-Hydroxybutyrate
Creatinine,0.0227,0.0355,Creatinine
L-LDL-C%,0.0338,0.0335,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.0382,0.0309,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Tyr,0.0148,0.0240,Tyrosine
Pyruvate,0.0265,0.0232,Pyruvate
Phe,0.0197,0.0222,Phenylalanine
Glu,0.0238,0.0197,Glucose
S-HDL-FC%,0.0143,0.0184,Free Cholesterol to Total-Lipids in Small HDL percentage
His,0.0203,0.0173,Histidine
SFA%,0.0195,0.0171,Saturated Fatty Acids to Total-Fatty Acids percentage
Acetate,0.0182,0.0149,Acetate
XL-HDL-FC,0.0092,0.0141,Free Cholesterol in Very Large HDL
M-HDL-TG%,0.0108,0.0140,Triglycerides to Total-Lipids in Medium HDL percentage
Val,0.0072,0.0135,Valine
M-LDL-C%,0.0145,0.0128,Cholesterol to Total-Lipids in Medium LDL percentage
Gly,0.0155,0.0123,Glycine
Glu-lactate,0.0158,0.0119,Glucose-lactate
Acetoacetate,0.0092,0.0107,Acetoacetate
M-HDL-PL%,0.0125,0.0105,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-CE%,0.0060,0.0104,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-HDL-C%,0.0103,0.0093,Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-CE%,0.0053,0.0078,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,0.0045,0.0065,Alanine
IDL-C%,0.0053,0.0062,Cholesterol to Total-Lipids in IDL percentage
ApoB/ApoA1,0.0073,0.0049,Apolipoprotein B to Apolipoprotein A1 ratio
Acetone,0.0035,0.0049,Acetone
XL-HDL-CE%,0.0032,0.0045,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Leu,0.0045,0.0039,Leucine
Ile,0.0042,0.0037,Isoleucine
L-VLDL-PL%,0.0048,0.0037,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,0.0043,0.0036,Free Cholesterol to Total-Lipids in Large VLDL percentage
Sc-ala,0.0040,0.0036,Spectrometer-corrected alanine
MUFA%,0.0042,0.0033,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0028,0.0027,Degree of Unsaturation
Lactate,0.0032,0.0026,Lactate
L-LDL-FC%,0.0027,0.0026,Free Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-TG%,0.0017,0.0024,Triglycerides to Total-Lipids in Large VLDL percentage
VLDL-size,0.0023,0.0022,Average Diameter for VLDL Particles
LA,0.0028,0.0019,Linoleic Acid
L-LDL-PL%,0.0023,0.0019,Phospholipids to Total-Lipids in Large LDL percentage
XXL-VLDL-TG%,0.0020,0.0019,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6/Omega-3,0.0015,0.0014,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-HDL-TG,0.0010,0.0013,Triglycerides in Large HDL
LA%,0.0015,0.0013,Linoleic Acid to Total-Fatty Acids percentage
DHA,0.0007,0.0011,Docosahexaenoic Acid
IDL-FC%,0.0013,0.0009,Free Cholesterol to Total-Lipids in IDL percentage
XL-HDL-FC%,0.0003,0.0005,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-C%,0.0008,0.0004,Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-PL%,0.0002,0.0003,Phospholipids to Total-Lipids in Very Large VLDL percentage
